device_id,os,browser,is_emulator
d_001834,iOS,Edge,0
d_001835,Android,Firefox,0
d_001836,Linux,Chrome,0
d_001837,iOS,Firefox,1
d_001838,Android,Chrome,0
d_001839,iOS,Firefox,1
d_001840,Linux,Firefox,1
d_001841,Android,Chrome,0
d_001842,iOS,Edge,0
d_001843,Linux,Chrome,0
d_001844,Linux,Safari,1
d_001845,Linux,Safari,1
d_001846,Linux,Chrome,0
d_001847,Windows,Safari,0
d_001848,Linux,Chrome,0
d_001849,iOS,Chrome,0
d_001850,iOS,Edge,0
d_001851,Android,Safari,0
d_001852,Android,Chrome,0
d_001853,Linux,Safari,0
d_001854,Android,Firefox,0
d_001855,iOS,Firefox,0
d_001856,Linux,Edge,0
d_001857,Android,Chrome,0
d_001858,iOS,Edge,0
d_001859,iOS,Edge,0
d_001860,Windows,Firefox,0
d_001861,Windows,Firefox,0
d_001862,Android,Firefox,0
d_001863,Linux,Firefox,1
d_001864,iOS,Safari,0
d_001865,Windows,Safari,0
d_001866,Windows,Safari,0
d_001867,iOS,Edge,0
d_001868,Android,Chrome,1
d_001869,Android,Firefox,1
d_001870,Linux,Firefox,0
d_001871,Android,Firefox,0
d_001872,Linux,Chrome,1
d_001873,Linux,Edge,1
d_001874,iOS,Safari,0
d_001875,iOS,Edge,1
d_001876,Windows,Chrome,0
d_001877,Android,Firefox,0
d_001878,iOS,Chrome,0
d_001879,Linux,Edge,0
d_001880,Android,Edge,0
d_001881,Linux,Edge,0
d_001882,iOS,Edge,0
d_001883,iOS,Safari,1
d_001884,Windows,Firefox,0
d_001885,iOS,Firefox,0
d_001886,Linux,Chrome,0
d_001887,Windows,Firefox,0
d_001888,Android,Chrome,0
d_001889,Windows,Firefox,0
d_001890,Linux,Edge,0
d_001891,Linux,Chrome,0
d_001892,Android,Firefox,1
d_001893,iOS,Edge,1
d_001894,Android,Firefox,0
d_001895,Android,Edge,0
d_001896,Windows,Firefox,0
d_001897,Linux,Safari,0
d_001898,iOS,Safari,0
d_001899,iOS,Chrome,0
d_001900,iOS,Edge,0
d_001901,Android,Safari,0
d_001902,Windows,Firefox,0
d_001903,Windows,Chrome,0
d_001904,Windows,Chrome,0
d_001905,Linux,Chrome,0
d_001906,iOS,Safari,0
d_001907,Windows,Edge,0
d_001908,Linux,Firefox,0
d_001909,Android,Firefox,0
d_001910,Windows,Edge,0
d_001911,Linux,Firefox,0
d_001912,iOS,Firefox,0
d_001913,Windows,Safari,0
d_001914,Android,Safari,0
d_001915,Windows,Safari,0
d_001916,Android,Safari,1
d_001917,Android,Chrome,1
d_001918,Linux,Chrome,0
d_001919,Linux,Edge,0
d_001920,Windows,Safari,0
d_001921,iOS,Firefox,0
d_001922,Windows,Safari,0
d_001923,Windows,Chrome,1
d_001924,Linux,Edge,0
d_001925,Android,Firefox,0
d_001926,Windows,Edge,0
d_001927,Linux,Edge,0
d_001928,iOS,Safari,0
d_001929,iOS,Firefox,1
d_001930,Windows,Firefox,0
d_001931,Android,Edge,0
d_001932,iOS,Edge,1
d_001933,iOS,Edge,0
d_001934,iOS,Chrome,0
d_001935,Windows,Edge,1
d_001936,iOS,Chrome,0
d_001937,Android,Safari,1
d_001938,iOS,Edge,0
d_001939,Windows,Safari,1
d_001940,iOS,Firefox,1
d_001941,Windows,Firefox,0
d_001942,Android,Chrome,0
d_001943,Linux,Edge,0
d_001944,Linux,Firefox,1
d_001945,iOS,Safari,1
d_001946,iOS,Chrome,0
d_001947,Linux,Edge,0
d_001948,Linux,Safari,0
d_001949,Android,Safari,0
d_001950,Linux,Firefox,0
d_001951,Linux,Firefox,0
d_001952,Linux,Firefox,0
d_001953,iOS,Chrome,0
d_001954,Linux,Firefox,0
d_001955,Android,Firefox,0
d_001956,iOS,Chrome,0
d_001957,Windows,Edge,0
d_001958,iOS,Safari,1
d_001959,Windows,Chrome,0
d_001960,Windows,Safari,0
d_001961,iOS,Safari,0
d_001962,Android,Safari,0
d_001963,Linux,Chrome,0
d_001964,iOS,Firefox,0
d_001965,Linux,Safari,1
d_001966,Windows,Chrome,1
d_001967,Linux,Edge,0
d_001968,Windows,Chrome,1
d_001969,Windows,Chrome,0
d_001970,Android,Safari,0
d_001971,Windows,Safari,0
d_001972,Windows,Edge,0
d_001973,Windows,Chrome,0
d_001974,Android,Firefox,1
d_001975,Android,Chrome,0
d_001976,iOS,Edge,0
d_001977,iOS,Firefox,0
d_001978,iOS,Edge,1
d_001979,Linux,Firefox,0
d_001980,iOS,Chrome,0
d_001981,Android,Edge,0
d_001982,Linux,Safari,0
d_001983,Android,Edge,0
d_001984,Linux,Safari,0
d_001985,Linux,Safari,0
d_001986,iOS,Firefox,0
d_001987,Linux,Edge,1
d_001988,Linux,Firefox,0
d_001989,iOS,Chrome,0
d_001990,Linux,Edge,0
d_001991,iOS,Edge,0
d_001992,iOS,Edge,0
d_001993,Android,Firefox,0
d_001994,iOS,Edge,1
d_001995,Linux,Safari,1
d_001996,Windows,Firefox,0
d_001997,Linux,Chrome,0
d_001998,Windows,Firefox,0
d_001999,Linux,Edge,1
d_002000,Linux,Firefox,1
d_002001,Windows,Edge,0
d_002002,Windows,Chrome,0
d_002003,Linux,Edge,0
d_002004,iOS,Safari,0
d_002005,Windows,Safari,0
d_002006,Android,Edge,0
d_002007,Windows,Firefox,0
d_002008,Android,Safari,0
d_002009,iOS,Safari,0
d_002010,iOS,Firefox,1
d_002011,Windows,Firefox,0
d_002012,iOS,Safari,1
d_002013,Android,Chrome,0
d_002014,Linux,Edge,0
d_002015,iOS,Firefox,0
d_002016,Android,Safari,0
d_002017,Android,Firefox,0
d_002018,Linux,Edge,0
d_002019,Windows,Chrome,0
d_002020,Android,Edge,0
d_002021,Android,Safari,0
d_002022,Linux,Safari,0
d_002023,Windows,Edge,0
d_002024,Windows,Firefox,0
d_002025,iOS,Chrome,1
d_002026,Linux,Edge,0
d_002027,Linux,Chrome,0
d_002028,Linux,Firefox,0
d_002029,Windows,Safari,1
d_002030,Android,Edge,1
d_002031,Windows,Chrome,1
d_002032,iOS,Chrome,1
d_002033,iOS,Edge,1
d_002034,Linux,Chrome,0
d_002035,Windows,Safari,0
d_002036,Android,Safari,0
d_002037,Linux,Safari,0
d_002038,iOS,Edge,0
d_002039,iOS,Chrome,1
d_002040,Windows,Edge,1
d_002041,Windows,Safari,0
d_002042,Windows,Edge,0
d_002043,Windows,Safari,0
d_002044,Linux,Firefox,1
d_002045,Windows,Edge,0
d_002046,Android,Chrome,1
d_002047,Android,Edge,1
d_002048,Android,Safari,0
d_002049,iOS,Safari,0
d_002050,Android,Chrome,1
d_002051,Linux,Safari,1
d_002052,iOS,Edge,1
d_002053,Android,Firefox,1
d_002054,Linux,Firefox,0
d_002055,Windows,Firefox,0
d_002056,iOS,Firefox,0
d_002057,Windows,Firefox,0
d_002058,Linux,Safari,1
d_002059,iOS,Safari,0
d_002060,Android,Firefox,1
d_002061,iOS,Safari,1
d_002062,Android,Chrome,1
d_002063,iOS,Safari,0
d_002064,Linux,Firefox,0
d_002065,Android,Edge,0
d_002066,Android,Firefox,0
d_002067,Windows,Chrome,0
d_002068,Windows,Firefox,0
d_002069,Windows,Firefox,1
d_002070,Windows,Safari,1
d_002071,iOS,Chrome,0
d_002072,Windows,Safari,0
d_002073,Android,Safari,0
d_002074,Windows,Firefox,1
d_002075,iOS,Safari,1
d_002076,iOS,Safari,0
d_002077,iOS,Safari,0
d_002078,Linux,Chrome,0
d_002079,Android,Chrome,0
d_002080,Linux,Edge,0
d_002081,Windows,Firefox,1
d_002082,iOS,Edge,0
d_002083,Linux,Edge,1
d_002084,Windows,Firefox,0
d_002085,iOS,Safari,0
d_002086,iOS,Edge,0
d_002087,Linux,Firefox,1
d_002088,Linux,Firefox,0
d_002089,Android,Firefox,0
d_002090,Windows,Edge,1
d_002091,iOS,Edge,0
d_002092,iOS,Chrome,0
d_002093,Linux,Firefox,0
d_002094,Android,Firefox,0
d_002095,Android,Firefox,0
d_002096,Android,Firefox,0
d_002097,Windows,Edge,0
d_002098,Android,Firefox,1
d_002099,Android,Chrome,0
d_002100,Linux,Edge,1
d_002101,Linux,Chrome,0
d_002102,Windows,Chrome,0
d_002103,iOS,Safari,0
d_002104,Linux,Chrome,0
d_002105,Linux,Chrome,0
d_002106,Android,Firefox,0
d_002107,Android,Firefox,0
d_002108,iOS,Firefox,0
d_002109,Linux,Edge,0
d_002110,Android,Safari,0
d_002111,Windows,Chrome,0
d_002112,Linux,Chrome,0
d_002113,iOS,Edge,0
d_002114,Android,Firefox,0
d_002115,Windows,Chrome,0
d_002116,Linux,Chrome,0
d_002117,Android,Chrome,1
d_002118,iOS,Chrome,0
d_002119,Windows,Chrome,0
d_002120,Android,Safari,0
d_002121,Linux,Chrome,0
d_002122,Windows,Safari,0
d_002123,Windows,Chrome,0
d_002124,Windows,Safari,1
d_002125,iOS,Firefox,0
d_002126,iOS,Safari,1
d_002127,iOS,Safari,0
d_002128,Windows,Edge,0
d_002129,Android,Edge,0
d_002130,Windows,Firefox,0
d_002131,iOS,Chrome,1
d_002132,iOS,Safari,1
d_002133,Windows,Firefox,1
d_002134,Windows,Firefox,0
d_002135,iOS,Firefox,0
d_002136,Linux,Firefox,0
d_002137,Android,Safari,0
d_002138,iOS,Edge,1
d_002139,Windows,Edge,0
d_002140,Windows,Chrome,0
d_002141,Android,Safari,0
d_002142,Linux,Firefox,1
d_002143,Android,Safari,0
d_002144,Windows,Safari,0
d_002145,iOS,Chrome,1
d_002146,Linux,Edge,1
d_002147,Linux,Safari,1
d_002148,Windows,Firefox,0
d_002149,Linux,Firefox,1
d_002150,iOS,Chrome,0
d_002151,Linux,Firefox,1
d_002152,Android,Safari,1
d_002153,Windows,Safari,0
d_002154,iOS,Firefox,0
d_002155,Android,Firefox,0
d_002156,Windows,Edge,0
d_002157,iOS,Edge,1
d_002158,iOS,Safari,0
d_002159,Windows,Firefox,0
d_002160,iOS,Safari,0
d_002161,Linux,Chrome,0
d_002162,iOS,Firefox,0
d_002163,Linux,Safari,0
d_002164,Android,Edge,0
d_002165,iOS,Edge,1
d_002166,Linux,Safari,1
d_002167,Linux,Safari,0
d_002168,iOS,Edge,0
d_002169,Windows,Edge,0
d_002170,Android,Firefox,1
d_002171,Android,Safari,1
d_002172,iOS,Firefox,0
d_002173,Windows,Chrome,0
d_002174,Android,Safari,1
d_002175,Linux,Safari,0
d_002176,iOS,Firefox,0
d_002177,Android,Firefox,1
d_002178,iOS,Edge,1
d_002179,Windows,Firefox,0
d_002180,Linux,Chrome,1
d_002181,Linux,Safari,0
d_002182,Linux,Chrome,0
d_002183,Android,Firefox,1
d_002184,Linux,Chrome,0
d_002185,Windows,Safari,0
d_002186,Linux,Chrome,1
d_002187,Linux,Edge,1
d_002188,Windows,Edge,0
d_002189,Android,Edge,0
d_002190,Linux,Firefox,0
d_002191,Android,Safari,0
d_002192,Linux,Chrome,1
d_002193,Android,Firefox,0
d_002194,iOS,Edge,0
d_002195,Android,Edge,1
d_002196,Android,Chrome,0
d_002197,Linux,Firefox,1
d_002198,Windows,Firefox,0
d_002199,Windows,Firefox,1
d_002200,Windows,Safari,0
d_002201,Windows,Edge,0
d_002202,Linux,Firefox,0
d_002203,Android,Chrome,0
d_002204,Android,Edge,0
d_002205,iOS,Chrome,0
d_002206,iOS,Safari,0
d_002207,Linux,Firefox,1
d_002208,Linux,Safari,0
d_002209,Android,Chrome,1
d_002210,Windows,Chrome,0
d_002211,Android,Edge,0
d_002212,Windows,Firefox,0
d_002213,Linux,Chrome,1
d_002214,Windows,Chrome,0
d_002215,Android,Safari,1
d_002216,Windows,Safari,0
d_002217,Windows,Edge,0
d_002218,Linux,Firefox,0
d_002219,Windows,Chrome,0
d_002220,iOS,Firefox,1
d_002221,Android,Edge,0
d_002222,Android,Edge,0
d_002223,Windows,Firefox,0
d_002224,Windows,Chrome,1
d_002225,iOS,Chrome,0
d_002226,iOS,Chrome,0
d_002227,Linux,Edge,0
d_002228,Linux,Edge,0
d_002229,Windows,Firefox,0
d_002230,Windows,Edge,0
d_002231,Linux,Edge,0
d_002232,iOS,Edge,0
d_002233,Linux,Chrome,0
d_002234,Linux,Firefox,0
d_002235,iOS,Firefox,0
d_002236,Windows,Firefox,0
d_002237,Linux,Chrome,1
d_002238,iOS,Firefox,0
d_002239,Linux,Chrome,1
d_002240,Linux,Safari,0
d_002241,iOS,Edge,1
d_002242,Android,Edge,0
d_002243,iOS,Chrome,0
d_002244,iOS,Safari,0
d_002245,Linux,Firefox,1
d_002246,Linux,Firefox,0
d_002247,Windows,Chrome,0
d_002248,Linux,Safari,0
d_002249,Linux,Edge,1
d_002250,Linux,Safari,0
d_002251,Linux,Firefox,0
d_002252,Windows,Edge,0
d_002253,Android,Edge,0
d_002254,Linux,Edge,1
d_002255,Android,Safari,0
d_002256,Android,Edge,0
d_002257,Windows,Safari,0
d_002258,Linux,Chrome,0
d_002259,Android,Edge,0
d_002260,iOS,Edge,0
d_002261,iOS,Safari,0
d_002262,iOS,Firefox,1
d_002263,Windows,Chrome,0
d_002264,iOS,Edge,0
d_002265,iOS,Edge,1
d_002266,iOS,Edge,0
d_002267,Windows,Safari,0
d_002268,Linux,Chrome,0
d_002269,Android,Edge,0
d_002270,Linux,Chrome,1
d_002271,Windows,Chrome,1
d_002272,Linux,Edge,0
d_002273,Windows,Edge,0
d_002274,Windows,Edge,0
d_002275,Linux,Chrome,1
d_002276,iOS,Firefox,0
d_002277,iOS,Firefox,0
d_002278,Windows,Safari,1
d_002279,Linux,Safari,0
d_002280,Android,Firefox,0
d_002281,Linux,Edge,0
d_002282,Windows,Firefox,0
d_002283,Linux,Firefox,0
d_002284,Windows,Firefox,1
d_002285,iOS,Safari,0
d_002286,Android,Safari,0
d_002287,Windows,Firefox,0
d_002288,iOS,Firefox,0
d_002289,Linux,Firefox,1
d_002290,iOS,Safari,0
d_002291,Linux,Firefox,0
d_002292,Android,Safari,0
d_002293,iOS,Chrome,0
d_002294,Windows,Edge,0
d_002295,iOS,Firefox,1
d_002296,Windows,Firefox,0
d_002297,Linux,Safari,1
d_002298,iOS,Edge,1
d_002299,Android,Chrome,1
d_002300,iOS,Firefox,0
d_002301,iOS,Safari,0
d_002302,Android,Safari,0
d_002303,Linux,Edge,0
d_002304,iOS,Safari,0
d_002305,Android,Edge,0
d_002306,Windows,Chrome,0
d_002307,Android,Chrome,0
d_002308,iOS,Safari,1
d_002309,iOS,Safari,0
d_002310,Linux,Safari,0
d_002311,Windows,Firefox,0
d_002312,iOS,Chrome,0
d_002313,Windows,Chrome,0
d_002314,iOS,Safari,0
d_002315,Linux,Chrome,1
d_002316,Windows,Chrome,0
d_002317,Linux,Chrome,0
d_002318,Android,Edge,1
d_002319,Android,Safari,0
d_002320,Windows,Chrome,1
d_002321,Android,Edge,1
d_002322,Linux,Chrome,0
d_002323,Linux,Firefox,0
d_002324,iOS,Firefox,1
d_002325,Windows,Firefox,1
d_002326,iOS,Firefox,0
d_002327,Windows,Edge,0
d_002328,iOS,Edge,0
d_002329,Windows,Edge,0
d_002330,iOS,Safari,1
d_002331,Linux,Firefox,0
d_002332,Linux,Firefox,0
d_002333,iOS,Chrome,0
d_002334,iOS,Firefox,0
d_002335,Windows,Edge,0
d_002336,Windows,Safari,0
d_002337,Windows,Safari,0
d_002338,Linux,Safari,0
d_002339,iOS,Firefox,0
d_002340,Linux,Firefox,1
d_002341,Windows,Edge,0
d_002342,Windows,Safari,0
d_002343,Windows,Firefox,0
d_002344,Linux,Firefox,0
d_002345,Linux,Edge,1
d_002346,Linux,Chrome,0
d_002347,Windows,Safari,1
d_002348,Windows,Chrome,1
d_002349,iOS,Firefox,0
d_002350,Windows,Chrome,0
d_002351,Linux,Edge,0
d_002352,iOS,Safari,0
d_002353,Windows,Chrome,1
d_002354,iOS,Safari,0
d_002355,Linux,Edge,0
d_002356,Linux,Edge,0
d_002357,Windows,Edge,0
d_002358,Android,Chrome,0
d_002359,Windows,Firefox,0
d_002360,Windows,Chrome,1
d_002361,iOS,Chrome,1
d_002362,Linux,Safari,0
d_002363,Windows,Safari,0
d_002364,Linux,Safari,0
d_002365,Windows,Firefox,0
d_002366,iOS,Chrome,0
d_002367,Windows,Edge,0
d_002368,iOS,Firefox,0
d_002369,iOS,Edge,1
d_002370,Windows,Safari,0
d_002371,Windows,Chrome,0
d_002372,Android,Edge,0
d_002373,Linux,Edge,1
d_002374,Android,Firefox,0
d_002375,Linux,Chrome,0
d_002376,Linux,Firefox,0
d_002377,Android,Chrome,0
d_002378,Android,Safari,0
d_002379,Linux,Safari,0
d_002380,Linux,Firefox,0
d_002381,Linux,Safari,1
d_002382,Android,Safari,0
d_002383,Linux,Edge,0
d_002384,Linux,Firefox,0
d_002385,Linux,Chrome,0
d_002386,iOS,Firefox,0
d_002387,iOS,Firefox,1
d_002388,Windows,Edge,0
d_002389,Windows,Safari,0
d_002390,iOS,Safari,0
d_002391,iOS,Chrome,0
d_002392,Android,Safari,0
d_002393,Android,Firefox,0
d_002394,iOS,Safari,0
d_002395,Windows,Safari,0
d_002396,Windows,Safari,1
d_002397,Windows,Chrome,0
d_002398,Linux,Chrome,0
d_002399,Android,Edge,1
d_002400,Linux,Chrome,0
d_002401,Linux,Edge,1
d_002402,iOS,Edge,0
d_002403,Android,Safari,0
d_002404,iOS,Safari,0
d_002405,Linux,Firefox,0
d_002406,Linux,Safari,0
d_002407,Android,Firefox,0
d_002408,Windows,Chrome,1
d_002409,Android,Chrome,1
d_002410,Linux,Edge,1
d_002411,Windows,Firefox,0
d_002412,Android,Edge,0
d_002413,iOS,Chrome,0
d_002414,Linux,Chrome,1
d_002415,Windows,Chrome,0
d_002416,iOS,Safari,0
d_002417,iOS,Safari,0
d_002418,Linux,Chrome,0
d_002419,iOS,Firefox,0
d_002420,Linux,Safari,0
d_002421,iOS,Safari,1
d_002422,iOS,Firefox,0
d_002423,iOS,Chrome,0
d_002424,iOS,Firefox,1
d_002425,Windows,Firefox,1
d_002426,Android,Chrome,0
d_002427,Android,Edge,0
d_002428,iOS,Edge,0
d_002429,Linux,Safari,0
d_002430,Android,Chrome,0
d_002431,iOS,Chrome,0
d_002432,Android,Chrome,1
d_002433,Linux,Edge,1
d_002434,iOS,Chrome,1
d_002435,Linux,Edge,0
d_002436,iOS,Firefox,0
d_002437,Android,Edge,0
d_002438,iOS,Safari,1
d_002439,iOS,Safari,0
d_002440,Android,Chrome,0
d_002441,Windows,Chrome,1
d_002442,iOS,Firefox,0
d_002443,Windows,Firefox,0
d_002444,Windows,Safari,1
d_002445,Linux,Firefox,0
d_002446,Android,Edge,0
d_002447,iOS,Safari,0
d_002448,iOS,Chrome,0
d_002449,iOS,Edge,0
d_002450,Android,Edge,0
d_002451,Windows,Safari,1
d_002452,Linux,Safari,1
d_002453,Windows,Edge,1
d_002454,Windows,Firefox,0
d_002455,iOS,Firefox,0
d_002456,Linux,Edge,0
d_002457,Windows,Firefox,0
d_002458,Windows,Edge,0
d_002459,iOS,Chrome,0
d_002460,Linux,Chrome,0
d_002461,Windows,Safari,0
d_002462,Windows,Edge,0
d_002463,Android,Safari,1
d_002464,iOS,Safari,1
d_002465,Android,Safari,0
d_002466,iOS,Chrome,0
d_002467,iOS,Safari,0
d_002468,iOS,Chrome,0
d_002469,iOS,Safari,0
d_002470,iOS,Firefox,1
d_002471,Linux,Firefox,0
d_002472,Linux,Edge,1
d_002473,Windows,Safari,1
d_002474,Android,Chrome,0
d_002475,Windows,Safari,0
d_002476,Android,Edge,0
d_002477,iOS,Edge,0
d_002478,iOS,Edge,0
d_002479,Linux,Edge,0
d_002480,iOS,Firefox,0
d_002481,iOS,Firefox,0
d_002482,Linux,Chrome,0
d_002483,iOS,Edge,0
d_002484,Windows,Firefox,0
d_002485,Android,Firefox,0
d_002486,Linux,Safari,0
d_002487,Windows,Chrome,1
d_002488,iOS,Chrome,1
d_002489,Windows,Chrome,0
d_002490,Windows,Chrome,1
d_002491,Linux,Safari,1
d_002492,Windows,Safari,1
d_002493,Android,Firefox,0
d_002494,Linux,Edge,0
d_002495,Android,Chrome,1
d_002496,Windows,Firefox,0
d_002497,Linux,Firefox,0
d_002498,Android,Chrome,0
d_002499,Linux,Safari,0
d_002500,iOS,Edge,1
d_002501,Android,Edge,0
d_002502,Linux,Chrome,1
d_002503,Android,Chrome,0
d_002504,iOS,Firefox,0
d_002505,Linux,Chrome,1
d_002506,Linux,Edge,0
d_002507,Linux,Edge,0
d_002508,iOS,Safari,0
d_002509,Windows,Chrome,0
d_002510,Linux,Chrome,0
d_002511,Windows,Firefox,1
d_002512,Windows,Safari,0
d_002513,Linux,Chrome,0
d_002514,Linux,Firefox,0
d_002515,iOS,Firefox,0
d_002516,Windows,Safari,1
d_002517,Android,Firefox,1
d_002518,iOS,Firefox,0
d_002519,Android,Chrome,0
d_002520,Windows,Edge,1
d_002521,Linux,Safari,0
d_002522,Linux,Firefox,0
d_002523,Linux,Firefox,0
d_002524,iOS,Firefox,0
d_002525,Android,Safari,0
d_002526,Windows,Safari,0
d_002527,Android,Safari,1
d_002528,Android,Edge,0
d_002529,iOS,Firefox,0
d_002530,Linux,Safari,0
d_002531,Android,Firefox,1
d_002532,Windows,Safari,0
d_002533,Android,Safari,1
d_002534,Windows,Chrome,0
d_002535,iOS,Safari,1
d_002536,iOS,Edge,0
d_002537,iOS,Chrome,0
d_002538,iOS,Chrome,0
d_002539,Linux,Edge,1
d_002540,Linux,Safari,0
d_002541,Linux,Firefox,1
d_002542,Windows,Edge,0
d_002543,Windows,Safari,0
d_002544,Windows,Chrome,0
d_002545,Windows,Safari,0
d_002546,Android,Edge,0
d_002547,Android,Safari,0
d_002548,iOS,Edge,0
d_002549,Android,Edge,0
d_002550,Linux,Edge,1
d_002551,iOS,Chrome,0
d_002552,Android,Firefox,1
d_002553,iOS,Chrome,1
d_002554,Android,Firefox,0
d_002555,Android,Edge,0
d_002556,iOS,Edge,1
d_002557,Linux,Firefox,0
d_002558,Windows,Safari,0
d_002559,iOS,Firefox,1
d_002560,Android,Firefox,0
d_002561,Android,Chrome,0
d_002562,iOS,Safari,1
d_002563,iOS,Safari,0
d_002564,Linux,Chrome,0
d_002565,Android,Chrome,0
d_002566,Linux,Edge,1
d_002567,Linux,Safari,1
d_002568,iOS,Chrome,0
d_002569,Windows,Safari,0
d_002570,Windows,Edge,1
d_002571,iOS,Firefox,0
d_002572,iOS,Safari,1
d_002573,Android,Firefox,0
d_002574,Android,Firefox,1
d_002575,Android,Chrome,0
d_002576,Android,Safari,0
d_002577,Android,Chrome,0
d_002578,Linux,Firefox,0
d_002579,Windows,Chrome,0
d_002580,iOS,Edge,0
d_002581,iOS,Firefox,0
d_002582,iOS,Firefox,0
d_002583,Linux,Safari,0
d_002584,Linux,Chrome,0
d_002585,Android,Firefox,0
d_002586,Android,Firefox,0
d_002587,iOS,Chrome,0
d_002588,iOS,Safari,1
d_002589,Linux,Edge,0
d_002590,Android,Chrome,1
d_002591,iOS,Firefox,0
d_002592,iOS,Edge,0
d_002593,Linux,Chrome,0
d_002594,Android,Edge,0
d_002595,Android,Firefox,0
d_002596,iOS,Firefox,1
d_002597,iOS,Edge,0
d_002598,Windows,Edge,0
d_002599,Linux,Edge,1
d_002600,Linux,Chrome,0
d_002601,Android,Firefox,1
d_002602,Linux,Firefox,1
d_002603,Windows,Chrome,1
d_002604,iOS,Chrome,0
d_002605,iOS,Firefox,0
d_002606,Android,Chrome,0
d_002607,Linux,Safari,0
d_002608,Android,Edge,0
d_002609,Windows,Chrome,0
d_002610,Android,Edge,0
d_002611,iOS,Firefox,0
d_002612,iOS,Edge,0
d_002613,Android,Chrome,0
d_002614,iOS,Chrome,1
d_002615,Android,Safari,0
d_002616,iOS,Edge,0
d_002617,Windows,Edge,0
d_002618,iOS,Safari,0
d_002619,Windows,Edge,0
d_002620,iOS,Firefox,0
d_002621,Android,Edge,1
d_002622,Linux,Firefox,1
d_002623,Linux,Firefox,0
d_002624,Linux,Chrome,0
d_002625,iOS,Safari,1
d_002626,Android,Chrome,0
d_002627,Linux,Chrome,0
d_002628,Windows,Safari,0
d_002629,Linux,Firefox,0
d_002630,Windows,Firefox,0
d_002631,Android,Edge,0
d_002632,Android,Edge,0
d_002633,iOS,Chrome,0
d_002634,Linux,Chrome,1
d_002635,iOS,Chrome,0
d_002636,iOS,Chrome,1
d_002637,iOS,Edge,0
d_002638,Linux,Safari,0
d_002639,Android,Safari,1
d_002640,Windows,Chrome,0
d_002641,iOS,Firefox,0
d_002642,iOS,Firefox,0
d_002643,iOS,Chrome,1
d_002644,Linux,Safari,1
d_002645,Android,Safari,0
d_002646,iOS,Firefox,0
d_002647,Android,Edge,1
d_002648,iOS,Firefox,0
d_002649,iOS,Firefox,0
d_002650,Android,Chrome,0
d_002651,Android,Safari,1
d_002652,Windows,Chrome,0
d_002653,Android,Safari,0
d_002654,Linux,Chrome,0
d_002655,Linux,Chrome,0
d_002656,Android,Chrome,0
d_002657,Linux,Edge,0
d_002658,Linux,Edge,0
d_002659,Linux,Firefox,0
d_002660,Linux,Edge,0
d_002661,Linux,Firefox,0
d_002662,iOS,Firefox,0
d_002663,Linux,Firefox,0
d_002664,Windows,Chrome,0
d_002665,Windows,Safari,1
d_002666,Linux,Edge,0
d_002667,Linux,Safari,0
d_002668,iOS,Edge,0
d_002669,Linux,Edge,1
d_002670,Linux,Edge,1
d_002671,Windows,Firefox,1
d_002672,Linux,Safari,0
d_002673,iOS,Safari,0
d_002674,iOS,Firefox,0
d_002675,Linux,Firefox,1
d_002676,iOS,Edge,0
d_002677,Linux,Chrome,0
d_002678,Windows,Edge,1
d_002679,iOS,Safari,0
d_002680,iOS,Edge,0
d_002681,iOS,Edge,1
d_002682,iOS,Edge,0
d_002683,Windows,Safari,0
d_002684,iOS,Safari,1
d_002685,Windows,Edge,1
d_002686,iOS,Edge,0
d_002687,Android,Chrome,0
d_002688,Android,Chrome,0
d_002689,Android,Firefox,0
d_002690,Windows,Firefox,0
d_002691,iOS,Safari,0
d_002692,Android,Firefox,0
d_002693,Linux,Edge,0
d_002694,iOS,Firefox,0
d_002695,Android,Safari,0
d_002696,iOS,Edge,0
d_002697,Linux,Safari,0
d_002698,Windows,Safari,1
d_002699,iOS,Edge,0
d_002700,Android,Safari,0
d_002701,Linux,Edge,1
d_002702,iOS,Chrome,1
d_002703,Linux,Safari,0
d_002704,Android,Edge,1
d_002705,Windows,Chrome,0
d_002706,Android,Safari,0
d_002707,Windows,Edge,0
d_002708,Android,Safari,0
d_002709,Windows,Chrome,0
d_002710,Linux,Chrome,0
d_002711,iOS,Firefox,1
d_002712,iOS,Firefox,0
d_002713,Linux,Firefox,0
d_002714,Android,Safari,0
d_002715,Windows,Edge,0
d_002716,Windows,Chrome,1
d_002717,Linux,Chrome,0
d_002718,Android,Safari,0
d_002719,Android,Firefox,0
d_002720,iOS,Edge,1
d_002721,Linux,Chrome,1
d_002722,Linux,Firefox,0
d_002723,Linux,Edge,0
d_002724,iOS,Firefox,0
d_002725,iOS,Edge,0
d_002726,Windows,Chrome,0
d_002727,Android,Firefox,1
d_002728,Android,Safari,0
d_002729,iOS,Chrome,0
d_002730,Windows,Chrome,0
d_002731,iOS,Chrome,0
d_002732,Android,Chrome,0
d_002733,Android,Safari,0
d_002734,Windows,Chrome,1
d_002735,Android,Safari,0
d_002736,Android,Safari,0
d_002737,Android,Chrome,0
d_002738,iOS,Safari,1
d_002739,Android,Edge,0
d_002740,iOS,Edge,0
d_002741,Linux,Safari,0
d_002742,Windows,Chrome,1
d_002743,iOS,Chrome,1
d_002744,iOS,Safari,0
d_002745,iOS,Safari,0
d_002746,Android,Safari,0
d_002747,Windows,Safari,0
