merchant_id,merchant_name,mcc,country,risk_tier
m_01037,"Williams, Mayer and Martinez",5311,IN,MEDIUM
m_01038,"Martin, Chandler and Nash",5311,GB,MEDIUM
m_01039,Sanchez LLC,5732,IN,LOW
m_01040,Miller-Hernandez,5411,IN,HIGH
m_01041,Lewis Group,5411,US,MEDIUM
m_01042,"Peterson, Baker and Roberts",5812,SG,HIGH
m_01043,Nelson Ltd,5541,US,LOW
m_01044,Hernandez-Murray,5541,DE,MEDIUM
m_01045,"Smith, Palmer and Burton",5812,DE,MEDIUM
m_01046,"Mcintyre, Ramirez and Young",5812,US,HIGH
m_01047,Brown-Anderson,5311,DE,HIGH
m_01048,"Chapman, Dixon and Horton",5541,US,LOW
m_01049,Smith PLC,5541,DE,MEDIUM
m_01050,"Wilson, Williams and Bryant",5411,US,MEDIUM
m_01051,Thompson Group,5732,IN,LOW
m_01052,Black Ltd,5411,SG,HIGH
m_01053,Farley LLC,5732,GB,LOW
m_01054,Duncan Ltd,5311,IN,LOW
m_01055,Doyle-Murray,5311,SG,MEDIUM
m_01056,Hubbard LLC,5732,SG,HIGH
m_01057,Mercer-Rivera,5541,DE,MEDIUM
m_01058,Ramirez-Jordan,5411,GB,HIGH
m_01059,Mueller Group,5311,SG,MEDIUM
m_01060,Fletcher-White,5732,SG,LOW
m_01061,"Jefferson, Russell and Reed",5411,US,HIGH
m_01062,"Griffin, Hall and Burke",5411,US,MEDIUM
m_01063,Davenport-Carter,5411,US,MEDIUM
m_01064,"Owen, Acosta and Brown",5812,SG,MEDIUM
m_01065,Waters Ltd,5311,SG,MEDIUM
m_01066,Ford-Taylor,5541,DE,LOW
m_01067,"Gordon, Pacheco and Myers",5812,DE,MEDIUM
m_01068,Hayes Inc,5541,US,HIGH
m_01069,Smith Group,5812,DE,HIGH
m_01070,Jones-Wang,5812,US,MEDIUM
m_01071,"Campbell, Benjamin and Douglas",5311,SG,MEDIUM
m_01072,Davis Inc,5732,IN,LOW
m_01073,Rush Ltd,5812,US,MEDIUM
m_01074,Perry LLC,5541,SG,MEDIUM
m_01075,Kaiser-Blackwell,5311,DE,HIGH
m_01076,"Carter, Holland and Cross",5311,DE,HIGH
m_01077,Hammond-Ferguson,5311,DE,HIGH
m_01078,"Willis, Wright and Scott",5411,SG,LOW
m_01079,Harmon and Sons,5812,GB,LOW
m_01080,"Oliver, Robinson and Lowe",5732,US,LOW
m_01081,"Burke, Short and Brown",5732,US,HIGH
m_01082,"Norton, Russell and Holder",5541,DE,MEDIUM
m_01083,Allen Group,5541,IN,HIGH
m_01084,"Wilkins, Allen and Maddox",5411,GB,HIGH
m_01085,"Torres, Hudson and Butler",5732,SG,HIGH
m_01086,"Valenzuela, Bennett and Carney",5311,SG,LOW
m_01087,Haynes and Sons,5311,IN,LOW
m_01088,Hogan-Griffith,5812,GB,HIGH
m_01089,"Gill, Tanner and Chambers",5311,GB,LOW
m_01090,"King, Edwards and Sharp",5411,DE,MEDIUM
m_01091,"Anderson, Munoz and Jacobs",5812,US,LOW
m_01092,Brown-Barrera,5541,GB,HIGH
m_01093,"Jimenez, Lee and Barry",5541,DE,HIGH
m_01094,Morris-Cardenas,5541,US,LOW
m_01095,Curtis-Boyd,5812,IN,LOW
m_01096,"Medina, Moore and White",5732,SG,HIGH
m_01097,Wilson-Black,5541,SG,MEDIUM
m_01098,"Beltran, Crosby and Bernard",5732,GB,LOW
m_01099,Russell-Holloway,5541,GB,MEDIUM
m_01100,"Hendricks, Shaffer and Holmes",5411,US,HIGH
m_01101,Cobb-Parker,5411,GB,MEDIUM
m_01102,Smith Ltd,5812,US,HIGH
m_01103,"Moore, Brown and Powell",5812,GB,LOW
m_01104,"Mitchell, Morales and James",5311,DE,LOW
m_01105,Harper LLC,5541,GB,LOW
m_01106,"Wilson, Wilson and Rogers",5311,DE,HIGH
m_01107,Evans-Bean,5411,IN,MEDIUM
m_01108,"Phillips, Moyer and Hart",5541,GB,MEDIUM
m_01109,"Mack, Buchanan and Flynn",5732,DE,HIGH
m_01110,Rivera LLC,5732,SG,MEDIUM
m_01111,Riddle-Bolton,5411,DE,LOW
m_01112,Hinton-Gonzalez,5732,IN,HIGH
m_01113,Ellis-White,5311,US,HIGH
m_01114,Morgan PLC,5812,DE,MEDIUM
m_01115,"Thompson, Dunn and Vincent",5732,GB,MEDIUM
m_01116,Cox Ltd,5541,SG,MEDIUM
m_01117,Jones-Sandoval,5541,DE,LOW
m_01118,"Johnston, Horton and Brown",5411,IN,MEDIUM
m_01119,Robinson-Collins,5311,IN,LOW
m_01120,"Jones, Ortega and Rogers",5812,DE,LOW
m_01121,"Hansen, Hill and Patterson",5411,DE,MEDIUM
m_01122,Mullen-Ortega,5812,GB,LOW
m_01123,"Hernandez, Chavez and Miller",5732,IN,LOW
m_01124,Campos Group,5732,GB,HIGH
m_01125,Orozco-Moore,5732,US,LOW
m_01126,Hubbard and Sons,5311,GB,LOW
m_01127,Craig LLC,5812,DE,HIGH
m_01128,Hall PLC,5411,IN,HIGH
m_01129,Stephens-Frazier,5812,DE,LOW
m_01130,"Dixon, Munoz and Garcia",5812,SG,LOW
m_01131,Ramirez Inc,5541,DE,LOW
m_01132,"Bell, Gonzalez and Frazier",5411,GB,LOW
m_01133,"Potter, Arnold and Haley",5311,US,LOW
m_01134,Gonzalez-Bautista,5411,US,MEDIUM
m_01135,Cooper-Wiggins,5411,IN,MEDIUM
m_01136,Brown-Flynn,5732,GB,LOW
m_01137,Rodriguez Group,5812,DE,MEDIUM
m_01138,"Mason, Dougherty and Daniels",5812,IN,LOW
m_01139,"Perkins, Hubbard and Mendez",5541,IN,HIGH
m_01140,"Woods, Bolton and Gray",5812,DE,HIGH
m_01141,Brooks Ltd,5812,US,MEDIUM
m_01142,Ruiz and Sons,5541,DE,MEDIUM
m_01143,Miller-Morales,5411,IN,LOW
m_01144,Rivers Group,5411,SG,LOW
m_01145,"Daniel, Hudson and Miles",5311,GB,HIGH
m_01146,Knight-Richards,5732,US,MEDIUM
m_01147,Smith-Gonzalez,5732,IN,LOW
m_01148,Hunter-Miller,5541,SG,LOW
m_01149,Villegas LLC,5541,GB,HIGH
m_01150,Wood-Porter,5411,GB,HIGH
m_01151,"Ortega, Montgomery and Fields",5541,SG,LOW
m_01152,"Smith, Rodriguez and Gutierrez",5812,DE,HIGH
m_01153,"Miller, Sanchez and Munoz",5411,US,MEDIUM
m_01154,Shields and Sons,5311,IN,MEDIUM
m_01155,"Clayton, Mcfarland and Watson",5311,SG,LOW
m_01156,Moore Group,5541,IN,LOW
m_01157,Potts-Dominguez,5732,US,MEDIUM
m_01158,"Shaw, Young and Simpson",5541,DE,MEDIUM
m_01159,Watson-Miller,5541,US,MEDIUM
m_01160,Roberson-Williams,5411,IN,MEDIUM
m_01161,Yu-Blair,5411,IN,HIGH
m_01162,Anthony Ltd,5812,IN,MEDIUM
m_01163,Sims-Bryant,5311,SG,LOW
m_01164,Smith-Carpenter,5541,DE,MEDIUM
m_01165,Zamora and Sons,5311,IN,MEDIUM
m_01166,Ramsey Group,5541,SG,HIGH
m_01167,Holt Inc,5812,GB,HIGH
m_01168,Ward LLC,5732,IN,LOW
m_01169,Blankenship-Stone,5812,US,HIGH
m_01170,Gutierrez PLC,5732,DE,HIGH
m_01171,Simmons-Durham,5411,GB,HIGH
m_01172,May-Harris,5311,US,HIGH
m_01173,Mann-Martin,5812,IN,LOW
m_01174,"Richardson, Cobb and Skinner",5411,DE,MEDIUM
m_01175,Mitchell PLC,5541,IN,HIGH
m_01176,"Rowe, Bryant and Hoffman",5812,IN,MEDIUM
m_01177,Johnson Group,5812,IN,LOW
m_01178,Moore Group,5311,GB,LOW
m_01179,Park-Newton,5541,GB,HIGH
m_01180,Waller-Cole,5732,US,LOW
m_01181,"Hanson, Woods and Parker",5732,IN,HIGH
m_01182,"Jackson, Ryan and Camacho",5732,DE,LOW
m_01183,Smith Inc,5541,IN,MEDIUM
m_01184,"Thomas, Cox and Vaughn",5541,IN,MEDIUM
m_01185,Mendez-Park,5311,SG,MEDIUM
m_01186,Chandler LLC,5411,DE,MEDIUM
m_01187,"Mendoza, Turner and Craig",5812,GB,HIGH
m_01188,"Ballard, Brown and Washington",5732,IN,LOW
m_01189,White Ltd,5411,US,HIGH
m_01190,Rhodes and Sons,5541,IN,HIGH
m_01191,Smith-Miller,5411,US,LOW
m_01192,Caldwell Ltd,5311,GB,LOW
m_01193,Brewer LLC,5812,US,MEDIUM
m_01194,Johnson Inc,5541,DE,LOW
m_01195,Howard Inc,5732,US,LOW
m_01196,"Whitehead, Munoz and King",5732,GB,MEDIUM
m_01197,"Kemp, Jones and Thomas",5541,GB,LOW
m_01198,"Collins, Davidson and Griffin",5541,IN,LOW
m_01199,"Carpenter, Scott and Martinez",5812,SG,LOW
m_01200,Tyler PLC,5311,IN,LOW
m_01201,Carter LLC,5732,GB,MEDIUM
m_01202,"Howell, Nguyen and Ramirez",5411,SG,MEDIUM
m_01203,Crawford Ltd,5411,GB,MEDIUM
m_01204,Adams-Mejia,5732,SG,LOW
m_01205,Murphy-Baker,5541,US,MEDIUM
m_01206,Jones-Gonzalez,5732,SG,MEDIUM
m_01207,"Ortiz, Bird and Conrad",5812,SG,MEDIUM
m_01208,Mcdaniel Group,5812,IN,LOW
m_01209,Fleming-Davidson,5411,US,MEDIUM
m_01210,King-Robinson,5732,IN,HIGH
m_01211,Ball PLC,5411,DE,MEDIUM
m_01212,"Golden, Coleman and Castro",5732,IN,HIGH
m_01213,Newton-Larson,5541,US,LOW
m_01214,Thompson-Parker,5311,IN,MEDIUM
m_01215,"Fox, Wilson and Davidson",5732,IN,LOW
m_01216,"Fuller, Vargas and Townsend",5812,SG,LOW
m_01217,Bailey-Huang,5732,DE,MEDIUM
m_01218,Ramirez and Sons,5411,SG,HIGH
m_01219,Russell-Davis,5541,US,LOW
m_01220,Smith-Fowler,5311,IN,HIGH
m_01221,Poole-Harris,5541,IN,HIGH
m_01222,Williams Ltd,5812,US,MEDIUM
m_01223,Smith-Lee,5732,GB,MEDIUM
m_01224,"Lewis, Williams and Williams",5732,GB,MEDIUM
m_01225,Walker-Davis,5732,US,MEDIUM
m_01226,"Torres, Bryant and Lee",5812,US,LOW
m_01227,Smith Inc,5411,US,HIGH
m_01228,Brown-Lopez,5812,DE,LOW
m_01229,Mcneil-Brown,5732,DE,MEDIUM
m_01230,Robinson-Miller,5541,GB,LOW
m_01231,"Martinez, Morgan and Williams",5311,GB,LOW
m_01232,"Williams, Gonzales and Graham",5732,IN,MEDIUM
m_01233,Taylor PLC,5812,GB,LOW
m_01234,Doyle PLC,5541,IN,HIGH
m_01235,Conway Group,5732,US,LOW
m_01236,Zamora LLC,5812,GB,LOW
m_01237,Webb LLC,5541,IN,MEDIUM
m_01238,Moore and Sons,5732,GB,HIGH
m_01239,White-Watson,5411,DE,LOW
m_01240,"Taylor, Bailey and Freeman",5541,SG,MEDIUM
m_01241,Sanchez Ltd,5411,DE,LOW
m_01242,"Lucas, Ayala and Oconnor",5812,IN,LOW
m_01243,Graves LLC,5411,US,LOW
m_01244,Campbell PLC,5812,DE,LOW
m_01245,"Howard, Jones and Rodriguez",5411,SG,MEDIUM
m_01246,"Roberts, Oliver and Butler",5732,IN,HIGH
m_01247,Russell Inc,5411,US,LOW
m_01248,Bishop Group,5311,US,HIGH
m_01249,Miranda LLC,5732,IN,LOW
m_01250,"Shannon, Meyer and Stewart",5311,IN,LOW
m_01251,"Cunningham, Wood and Nelson",5541,DE,LOW
m_01252,"Anderson, Price and Kelly",5311,DE,HIGH
m_01253,Fowler-Hensley,5311,DE,LOW
m_01254,Guzman-Luna,5732,US,LOW
m_01255,Mcdonald Inc,5732,GB,LOW
m_01256,Richardson-Miller,5812,IN,MEDIUM
m_01257,"Chen, Butler and Cook",5541,SG,HIGH
m_01258,"Swanson, Cordova and Fleming",5732,DE,LOW
m_01259,"Kemp, Grant and Duran",5541,DE,MEDIUM
m_01260,"Johnson, Wilson and Hammond",5411,GB,LOW
m_01261,"Byrd, Turner and Brown",5812,DE,MEDIUM
m_01262,Strickland-Robertson,5541,US,LOW
m_01263,Escobar PLC,5541,IN,HIGH
m_01264,Arroyo-Armstrong,5732,DE,MEDIUM
m_01265,"Harper, Woods and Price",5311,GB,HIGH
m_01266,Mckee-Myers,5541,GB,HIGH
m_01267,Jones Inc,5732,US,MEDIUM
m_01268,Alvarez and Sons,5732,SG,LOW
m_01269,"Martinez, Daniels and Cross",5411,GB,LOW
m_01270,Richards-Ali,5311,SG,LOW
m_01271,Mcdaniel-Rodriguez,5541,US,MEDIUM
m_01272,Brock-Little,5411,US,LOW
m_01273,Schmidt LLC,5812,GB,HIGH
m_01274,Gonzalez-Kim,5411,US,HIGH
m_01275,"Miles, Hernandez and Ortega",5311,GB,HIGH
m_01276,Garcia Ltd,5812,US,LOW
m_01277,Miller Inc,5732,GB,HIGH
m_01278,Daniels PLC,5411,GB,HIGH
m_01279,"Schmidt, Andrews and Cooper",5541,US,HIGH
m_01280,Hall-Mccarty,5812,DE,HIGH
m_01281,"Lewis, Lopez and Sanchez",5732,US,HIGH
m_01282,"Brooks, Hodge and Lawson",5411,IN,MEDIUM
m_01283,"Hunt, Davidson and Brooks",5812,SG,LOW
m_01284,"Ramirez, Hicks and Olson",5411,SG,LOW
m_01285,Torres-Zamora,5411,GB,MEDIUM
m_01286,Brown Inc,5812,US,HIGH
m_01287,French LLC,5812,GB,MEDIUM
m_01288,English-Dixon,5411,US,LOW
m_01289,Price-Wyatt,5812,IN,HIGH
m_01290,Hughes Group,5732,IN,HIGH
m_01291,Barnes-Walker,5311,SG,MEDIUM
m_01292,Jones-Olson,5732,GB,LOW
m_01293,Burton-Pierce,5812,US,MEDIUM
m_01294,Wright Group,5311,DE,HIGH
m_01295,Torres-Jensen,5732,US,HIGH
m_01296,"White, Ruiz and Schneider",5541,SG,HIGH
m_01297,Ford-Merritt,5812,SG,MEDIUM
m_01298,"Kim, Donovan and Hubbard",5311,GB,LOW
m_01299,"Chang, Johnson and Horton",5732,US,HIGH
m_01300,Mcmahon and Sons,5411,SG,LOW
m_01301,"Davidson, Sullivan and Blackwell",5541,IN,MEDIUM
m_01302,Wheeler and Sons,5541,GB,LOW
m_01303,"Bond, Melendez and Moon",5812,SG,HIGH
m_01304,"Reese, Olson and Alexander",5311,US,LOW
m_01305,Smith-Ross,5411,US,MEDIUM
m_01306,Wilson Ltd,5732,US,MEDIUM
m_01307,Gonzales Inc,5411,GB,HIGH
m_01308,Olson-Mcdonald,5411,GB,MEDIUM
m_01309,Waters-Chavez,5812,IN,LOW
m_01310,Keith Ltd,5732,IN,MEDIUM
m_01311,Barnes and Sons,5411,IN,HIGH
m_01312,"Johnston, Morales and Stephens",5311,DE,MEDIUM
m_01313,Jones-Roberts,5311,DE,LOW
m_01314,Tucker-Ross,5732,SG,MEDIUM
m_01315,"Fuller, Phillips and Collins",5411,DE,MEDIUM
m_01316,Kirk and Sons,5812,US,HIGH
m_01317,"Herrera, Terry and Maxwell",5411,IN,MEDIUM
m_01318,Montgomery-Branch,5411,GB,MEDIUM
m_01319,Stevens Ltd,5411,IN,MEDIUM
m_01320,Matthews Inc,5812,DE,MEDIUM
m_01321,"Ford, Young and Davis",5411,SG,LOW
m_01322,Morales-Mosley,5732,SG,LOW
m_01323,White Ltd,5311,IN,HIGH
m_01324,Martinez PLC,5812,SG,MEDIUM
m_01325,Robinson Ltd,5812,IN,MEDIUM
m_01326,Vasquez Ltd,5732,US,LOW
m_01327,"Kline, Jones and Espinoza",5311,SG,LOW
m_01328,Garza and Sons,5541,GB,HIGH
m_01329,Coleman-Peck,5732,GB,HIGH
m_01330,Vasquez-Robbins,5411,IN,LOW
m_01331,Willis Group,5541,SG,MEDIUM
m_01332,Bowman-Ellison,5812,IN,MEDIUM
m_01333,"Armstrong, Williams and Lee",5411,DE,MEDIUM
m_01334,"Washington, Cabrera and Fleming",5732,SG,LOW
m_01335,"Sims, Cohen and Edwards",5812,IN,MEDIUM
m_01336,"Douglas, Moody and Cook",5812,US,LOW
m_01337,"Higgins, Wilson and Ferguson",5732,IN,HIGH
m_01338,Alexander and Sons,5411,GB,MEDIUM
m_01339,Hull PLC,5311,DE,MEDIUM
m_01340,Waters-Peterson,5732,IN,HIGH
m_01341,"Lawrence, Garcia and Rodriguez",5541,DE,HIGH
m_01342,Miller-Ballard,5732,DE,LOW
m_01343,"Ford, Brooks and Wilson",5812,DE,MEDIUM
m_01344,"Jacobson, Williamson and Garcia",5732,DE,LOW
m_01345,"Pugh, Rice and Cooley",5732,US,MEDIUM
m_01346,Johnson Group,5541,IN,MEDIUM
m_01347,Campbell-Houston,5411,IN,LOW
m_01348,"Owens, Salazar and Brown",5732,SG,HIGH
m_01349,"Weber, Gardner and Brown",5541,US,MEDIUM
m_01350,Sanders LLC,5411,DE,HIGH
m_01351,Wells Ltd,5311,SG,HIGH
m_01352,Graham LLC,5311,SG,HIGH
m_01353,Greene Group,5311,GB,LOW
m_01354,Miller-Lee,5311,IN,LOW
m_01355,Thornton PLC,5541,SG,HIGH
m_01356,Payne-Smith,5541,US,HIGH
m_01357,"Robinson, Baldwin and Harvey",5311,US,LOW
m_01358,Ryan-Wallace,5812,US,LOW
m_01359,Miller-Perkins,5411,DE,LOW
m_01360,Roman-Smith,5311,US,LOW
m_01361,Lee-Elliott,5812,SG,HIGH
m_01362,Lewis Inc,5732,IN,MEDIUM
m_01363,Rivera-Moore,5311,SG,LOW
m_01364,Kemp Group,5541,GB,MEDIUM
m_01365,Fox-Cooper,5541,DE,MEDIUM
m_01366,Diaz-Smith,5541,SG,LOW
m_01367,Gross-Miller,5311,IN,HIGH
m_01368,Dominguez Group,5812,US,MEDIUM
m_01369,Aguilar Ltd,5541,SG,HIGH
m_01370,Garza-Shaffer,5411,SG,LOW
m_01371,Ross LLC,5732,SG,LOW
m_01372,White-Schwartz,5311,GB,MEDIUM
m_01373,Tucker-Bartlett,5311,SG,MEDIUM
m_01374,Thomas PLC,5311,IN,HIGH
m_01375,Hall PLC,5732,DE,LOW
m_01376,Harris-Jones,5541,SG,LOW
m_01377,"Thornton, Hickman and Cook",5311,IN,HIGH
m_01378,Combs-Bean,5732,US,MEDIUM
m_01379,Mcgee-Love,5311,GB,LOW
m_01380,Dixon Inc,5411,GB,MEDIUM
m_01381,"Williams, Miles and Sanchez",5732,GB,MEDIUM
m_01382,Weber-Reynolds,5411,US,MEDIUM
m_01383,Alvarez-Kane,5732,DE,LOW
m_01384,Miles Ltd,5732,DE,MEDIUM
m_01385,"Smith, Kennedy and Mccormick",5411,US,HIGH
m_01386,Carr PLC,5812,DE,MEDIUM
m_01387,"Bowen, Cunningham and Ramirez",5311,SG,HIGH
m_01388,Rodriguez Ltd,5411,SG,MEDIUM
m_01389,Blackwell and Sons,5411,GB,LOW
m_01390,Lee Inc,5541,DE,HIGH
m_01391,Dixon and Sons,5541,SG,LOW
m_01392,Ross-Peters,5812,US,LOW
m_01393,Roberts-Davis,5411,US,LOW
m_01394,Garcia-Anderson,5311,IN,LOW
m_01395,Barron Ltd,5812,GB,MEDIUM
m_01396,"Mcbride, Hart and Miller",5311,SG,MEDIUM
m_01397,"Mclaughlin, Hunter and Cole",5411,IN,MEDIUM
m_01398,Nelson Inc,5732,DE,LOW
m_01399,Morales Inc,5311,US,HIGH
m_01400,Aguilar PLC,5541,SG,MEDIUM
m_01401,"Murray, Lutz and Willis",5732,US,MEDIUM
m_01402,Burch PLC,5411,GB,MEDIUM
m_01403,"Crawford, Rodriguez and Willis",5311,IN,LOW
m_01404,Sharp PLC,5541,US,LOW
m_01405,"Chapman, Brooks and Hammond",5812,US,LOW
m_01406,"Hernandez, Cole and Patton",5311,SG,MEDIUM
m_01407,Romero and Sons,5411,DE,LOW
m_01408,Roth-Bennett,5812,SG,LOW
m_01409,"Herrera, Reed and Scott",5812,GB,LOW
m_01410,Wallace-Day,5732,GB,HIGH
m_01411,Martin-Lopez,5311,GB,MEDIUM
m_01412,Nguyen LLC,5732,US,MEDIUM
m_01413,Williams Inc,5732,SG,MEDIUM
m_01414,Andrade and Sons,5311,SG,HIGH
m_01415,Downs Group,5411,SG,LOW
m_01416,Henderson-Stone,5732,SG,HIGH
m_01417,"Bailey, Cook and Walton",5541,SG,HIGH
m_01418,"Maynard, Barr and Hawkins",5732,IN,MEDIUM
m_01419,Cardenas-Jones,5411,GB,MEDIUM
m_01420,"Lewis, Hernandez and Kelley",5732,GB,MEDIUM
m_01421,Brown-Peterson,5732,US,MEDIUM
m_01422,"Jones, Johnson and Price",5541,US,LOW
m_01423,Mullen-Watkins,5541,DE,LOW
m_01424,Walker and Sons,5732,US,HIGH
m_01425,"Richardson, Pierce and Orr",5411,DE,HIGH
m_01426,Gonzalez-Cooper,5732,DE,MEDIUM
m_01427,Howard-Christensen,5311,IN,MEDIUM
m_01428,Hubbard Ltd,5541,US,HIGH
m_01429,Douglas and Sons,5812,SG,MEDIUM
m_01430,"Garcia, Wood and Hoffman",5311,GB,HIGH
m_01431,Norris-Mueller,5732,US,HIGH
m_01432,Quinn-Bush,5541,US,HIGH
m_01433,Phelps PLC,5411,DE,MEDIUM
m_01434,"Petersen, Long and Nguyen",5732,SG,LOW
m_01435,"Anderson, Allen and Mendoza",5732,IN,LOW
m_01436,Diaz-Walton,5732,US,LOW
m_01437,"Munoz, Garcia and Beltran",5732,DE,HIGH
m_01438,Miller and Sons,5732,GB,MEDIUM
m_01439,Rogers-Stevenson,5732,DE,HIGH
m_01440,Flowers LLC,5311,IN,LOW
m_01441,"Figueroa, Rivers and Stephens",5541,SG,HIGH
m_01442,"Roberts, Perry and Kelley",5411,DE,HIGH
m_01443,"Jefferson, Clark and Velez",5541,IN,LOW
m_01444,Ward-Murphy,5311,SG,HIGH
m_01445,Martin-Acosta,5311,IN,MEDIUM
m_01446,Anderson PLC,5812,US,LOW
m_01447,Floyd-Gonzalez,5311,SG,MEDIUM
m_01448,White Inc,5812,GB,MEDIUM
m_01449,Bernard Inc,5812,IN,HIGH
m_01450,Adams-Perez,5732,US,MEDIUM
m_01451,Rodriguez-Mitchell,5411,IN,MEDIUM
m_01452,"Andrews, Lane and Fernandez",5732,US,MEDIUM
m_01453,"Jones, Martin and Mayo",5541,US,LOW
m_01454,Blackwell-Russell,5411,US,MEDIUM
m_01455,Hanson-French,5311,DE,HIGH
m_01456,"Hernandez, Branch and Ryan",5311,DE,MEDIUM
m_01457,Davis-Sherman,5411,IN,MEDIUM
m_01458,Gilbert Group,5812,GB,HIGH
m_01459,"Riddle, David and Pittman",5732,SG,LOW
m_01460,Higgins Group,5411,IN,LOW
m_01461,Palmer LLC,5812,US,HIGH
m_01462,Woods-Ibarra,5732,GB,HIGH
m_01463,Young-Ortiz,5411,DE,LOW
m_01464,"Vazquez, Montes and Woods",5541,GB,HIGH
m_01465,Gonzalez LLC,5411,IN,LOW
m_01466,Bass-Davis,5732,DE,MEDIUM
m_01467,"Smith, Gibbs and Rocha",5541,SG,HIGH
m_01468,"Jones, Potter and Burgess",5732,DE,HIGH
m_01469,Erickson-Evans,5812,GB,HIGH
m_01470,"Martinez, Long and Roberts",5732,US,MEDIUM
m_01471,Weaver Inc,5311,IN,LOW
m_01472,"Anderson, Johnson and Smith",5812,US,LOW
m_01473,White and Sons,5411,SG,LOW
m_01474,"Miranda, Rivera and Myers",5812,IN,HIGH
m_01475,Potts-Roth,5411,DE,MEDIUM
m_01476,Kaufman and Sons,5732,SG,HIGH
m_01477,"Garcia, Guzman and Warren",5411,SG,HIGH
m_01478,"Lopez, Wheeler and Conley",5411,IN,LOW
m_01479,Ellison-Kim,5411,DE,LOW
m_01480,"Neal, Hartman and Carlson",5311,IN,MEDIUM
m_01481,Lopez-Thompson,5732,DE,HIGH
m_01482,Carroll-Jennings,5812,US,HIGH
m_01483,Jennings-Marsh,5411,GB,HIGH
m_01484,Obrien-Yates,5411,SG,MEDIUM
m_01485,"Thompson, Foster and Mcdaniel",5541,SG,MEDIUM
m_01486,Calhoun Ltd,5812,DE,HIGH
m_01487,Anthony Inc,5541,SG,LOW
m_01488,"West, Rivera and Brown",5732,IN,LOW
m_01489,"Daniel, Henderson and Smith",5311,US,LOW
m_01490,Wells-Johnson,5812,GB,HIGH
m_01491,Henry-Miller,5812,GB,HIGH
m_01492,"Garcia, Craig and Diaz",5311,GB,HIGH
m_01493,Vasquez-Lewis,5411,SG,LOW
m_01494,"Cox, Barry and Gordon",5812,DE,MEDIUM
m_01495,"Hamilton, Hardy and White",5812,IN,MEDIUM
m_01496,"Ward, Burton and Thompson",5411,IN,LOW
m_01497,"Parker, White and Liu",5311,US,HIGH
m_01498,"Armstrong, Martinez and Rivera",5541,IN,LOW
m_01499,"Clark, Perez and Lawson",5411,GB,HIGH
m_01500,"Russell, Yates and Jones",5812,DE,HIGH
m_01501,"Hernandez, Villanueva and Trujillo",5732,DE,MEDIUM
m_01502,Thompson LLC,5411,US,LOW
m_01503,Gibson LLC,5732,GB,LOW
m_01504,Williams-Byrd,5732,DE,HIGH
m_01505,Rivers-Murphy,5411,IN,HIGH
m_01506,Baird LLC,5411,US,LOW
m_01507,"Wright, Owens and Gardner",5812,GB,HIGH
m_01508,Huang-Stewart,5311,SG,MEDIUM
m_01509,Flores Group,5411,GB,MEDIUM
m_01510,Patel Ltd,5812,IN,MEDIUM
m_01511,Jones-Johnson,5311,DE,MEDIUM
m_01512,"Gaines, Sims and Johnson",5311,DE,MEDIUM
m_01513,"Gutierrez, Cannon and Ward",5812,IN,MEDIUM
m_01514,Fox-Carroll,5411,US,LOW
m_01515,"Barnett, Lawson and Galloway",5311,SG,LOW
m_01516,Burnett LLC,5541,DE,MEDIUM
m_01517,"Lopez, Bauer and Willis",5541,DE,LOW
m_01518,"Scott, Peters and Schmidt",5541,IN,MEDIUM
m_01519,"Williams, Miller and Garcia",5812,DE,HIGH
m_01520,"Jackson, Contreras and Pacheco",5411,DE,MEDIUM
m_01521,"Gutierrez, Peters and Stark",5411,IN,MEDIUM
m_01522,Little Group,5732,IN,MEDIUM
m_01523,"Sparks, Allen and Morgan",5541,SG,HIGH
m_01524,Smith-Phillips,5541,US,HIGH
m_01525,"Fletcher, Swanson and Simpson",5732,SG,HIGH
m_01526,Keller Group,5541,IN,HIGH
m_01527,Anderson Ltd,5812,DE,MEDIUM
m_01528,Wilson Ltd,5311,US,MEDIUM
m_01529,Newton Inc,5541,IN,HIGH
m_01530,Fry-Hunter,5812,SG,LOW
m_01531,Smith-Robinson,5311,US,MEDIUM
m_01532,Mosley-Wood,5311,GB,LOW
m_01533,Rodriguez Ltd,5732,GB,LOW
m_01534,Williams-Johnson,5541,US,LOW
m_01535,"Wilson, Morris and Montgomery",5311,DE,HIGH
m_01536,Baldwin-White,5411,DE,LOW
m_01537,"Gibson, Smith and Porter",5541,DE,MEDIUM
m_01538,Ballard-Wu,5311,DE,LOW
m_01539,Kelley-Graham,5411,DE,MEDIUM
m_01540,Eaton-Forbes,5411,IN,HIGH
m_01541,"Porter, Buchanan and Noble",5311,IN,MEDIUM
m_01542,Williams-Nguyen,5541,IN,HIGH
m_01543,Arnold-Tate,5541,SG,LOW
m_01544,Chung Ltd,5732,SG,HIGH
m_01545,"Hahn, Barr and Zuniga",5812,DE,HIGH
m_01546,Cross LLC,5732,IN,MEDIUM
m_01547,Duncan-Baxter,5311,GB,LOW
m_01548,Johnson-Huerta,5541,SG,HIGH
m_01549,Carlson PLC,5732,DE,MEDIUM
m_01550,Francis-Hammond,5411,US,LOW
m_01551,Navarro Group,5732,GB,LOW
m_01552,Martinez-Allen,5732,SG,HIGH
m_01553,"Cook, Fuentes and Ho",5732,IN,HIGH
m_01554,Matthews Ltd,5812,DE,LOW
