card_id,bin,issuer,card_type
c_004121,456977,CHASE,CREDIT
c_004122,457564,CITI,DEBIT
c_004123,528724,SBI,DEBIT
c_004124,455222,ICICI,DEBIT
c_004125,441989,ICICI,DEBIT
c_004126,460060,CITI,CREDIT
c_004127,469216,CITI,DEBIT
c_004128,515073,HDFC,CREDIT
c_004129,518087,ICICI,DEBIT
c_004130,481840,CITI,DEBIT
c_004131,503898,CITI,CREDIT
c_004132,481173,CHASE,CREDIT
c_004133,530120,SBI,DEBIT
c_004134,520335,HDFC,DEBIT
c_004135,505562,CHASE,CREDIT
c_004136,492602,CHASE,DEBIT
c_004137,400978,CHASE,CREDIT
c_004138,436503,ICICI,DEBIT
c_004139,431495,ICICI,DEBIT
c_004140,431699,CITI,DEBIT
c_004141,531975,CHASE,DEBIT
c_004142,526028,CITI,CREDIT
c_004143,515438,ICICI,CREDIT
c_004144,468531,ICICI,DEBIT
c_004145,451789,HDFC,CREDIT
c_004146,494411,CITI,CREDIT
c_004147,549401,ICICI,DEBIT
c_004148,505459,CHASE,CREDIT
c_004149,408509,SBI,CREDIT
c_004150,460715,HDFC,DEBIT
c_004151,453053,SBI,CREDIT
c_004152,453892,SBI,CREDIT
c_004153,551592,CITI,DEBIT
c_004154,429482,CITI,CREDIT
c_004155,513507,SBI,DEBIT
c_004156,440375,SBI,DEBIT
c_004157,431025,HDFC,CREDIT
c_004158,461614,CHASE,DEBIT
c_004159,524214,HDFC,CREDIT
c_004160,546567,ICICI,CREDIT
c_004161,466170,CITI,DEBIT
c_004162,421800,CHASE,CREDIT
c_004163,551882,SBI,CREDIT
c_004164,544830,SBI,CREDIT
c_004165,443757,HDFC,DEBIT
c_004166,530977,CITI,DEBIT
c_004167,427368,ICICI,CREDIT
c_004168,450704,CHASE,CREDIT
c_004169,551047,CHASE,DEBIT
c_004170,528152,CHASE,CREDIT
c_004171,512111,CITI,CREDIT
c_004172,524843,CHASE,CREDIT
c_004173,548886,ICICI,CREDIT
c_004174,546538,CHASE,DEBIT
c_004175,454688,SBI,DEBIT
c_004176,527277,SBI,DEBIT
c_004177,553308,SBI,DEBIT
c_004178,545594,HDFC,CREDIT
c_004179,446964,CHASE,CREDIT
c_004180,434151,ICICI,DEBIT
c_004181,559332,CITI,DEBIT
c_004182,528452,CHASE,DEBIT
c_004183,495242,HDFC,DEBIT
c_004184,424635,HDFC,DEBIT
c_004185,458705,CITI,DEBIT
c_004186,487637,SBI,DEBIT
c_004187,480692,SBI,DEBIT
c_004188,452116,CHASE,CREDIT
c_004189,530912,CITI,DEBIT
c_004190,419552,SBI,DEBIT
c_004191,422814,HDFC,CREDIT
c_004192,425493,CHASE,CREDIT
c_004193,520656,CITI,DEBIT
c_004194,481753,CITI,DEBIT
c_004195,489817,CHASE,DEBIT
c_004196,539019,HDFC,CREDIT
c_004197,519063,CITI,CREDIT
c_004198,521055,ICICI,CREDIT
c_004199,518512,ICICI,DEBIT
c_004200,553100,CHASE,DEBIT
c_004201,411810,ICICI,DEBIT
c_004202,520080,ICICI,CREDIT
c_004203,480098,ICICI,DEBIT
c_004204,414977,SBI,CREDIT
c_004205,548796,CITI,CREDIT
c_004206,441479,SBI,CREDIT
c_004207,522938,HDFC,CREDIT
c_004208,494873,CHASE,DEBIT
c_004209,441145,CHASE,CREDIT
c_004210,401864,HDFC,DEBIT
c_004211,487986,SBI,DEBIT
c_004212,522301,CHASE,DEBIT
c_004213,447942,CHASE,DEBIT
c_004214,553678,CHASE,CREDIT
c_004215,506509,CITI,CREDIT
c_004216,416472,HDFC,CREDIT
c_004217,558584,CHASE,DEBIT
c_004218,490903,CITI,CREDIT
c_004219,525527,CITI,CREDIT
c_004220,455715,ICICI,CREDIT
c_004221,471776,SBI,CREDIT
c_004222,413385,ICICI,CREDIT
c_004223,452629,ICICI,CREDIT
c_004224,503707,CHASE,CREDIT
c_004225,491920,CITI,CREDIT
c_004226,469163,SBI,CREDIT
c_004227,501514,CHASE,CREDIT
c_004228,552926,SBI,CREDIT
c_004229,420527,SBI,CREDIT
c_004230,462551,SBI,CREDIT
c_004231,466254,SBI,DEBIT
c_004232,434002,SBI,DEBIT
c_004233,495563,ICICI,CREDIT
c_004234,529801,ICICI,DEBIT
c_004235,546579,SBI,CREDIT
c_004236,482528,ICICI,CREDIT
c_004237,487232,HDFC,DEBIT
c_004238,515586,SBI,CREDIT
c_004239,545218,HDFC,CREDIT
c_004240,537619,HDFC,CREDIT
c_004241,460180,CITI,DEBIT
c_004242,452093,CITI,CREDIT
c_004243,505621,CITI,DEBIT
c_004244,448897,CITI,DEBIT
c_004245,464926,CHASE,CREDIT
c_004246,479414,CITI,DEBIT
c_004247,472534,HDFC,CREDIT
c_004248,458041,CHASE,DEBIT
c_004249,414512,SBI,DEBIT
c_004250,492208,HDFC,CREDIT
c_004251,457258,ICICI,CREDIT
c_004252,407684,SBI,DEBIT
c_004253,412029,ICICI,CREDIT
c_004254,494624,CITI,DEBIT
c_004255,539713,CHASE,CREDIT
c_004256,453995,ICICI,CREDIT
c_004257,503433,CHASE,CREDIT
c_004258,511946,SBI,CREDIT
c_004259,513215,HDFC,DEBIT
c_004260,457255,ICICI,CREDIT
c_004261,451528,CITI,CREDIT
c_004262,469325,HDFC,CREDIT
c_004263,555880,ICICI,DEBIT
c_004264,550881,SBI,DEBIT
c_004265,413991,HDFC,DEBIT
c_004266,446934,CHASE,CREDIT
c_004267,411775,CHASE,DEBIT
c_004268,556322,SBI,DEBIT
c_004269,502692,SBI,CREDIT
c_004270,555162,CHASE,CREDIT
c_004271,548316,CHASE,DEBIT
c_004272,535887,ICICI,DEBIT
c_004273,405695,CHASE,DEBIT
c_004274,469097,SBI,DEBIT
c_004275,484261,CHASE,CREDIT
c_004276,470671,CHASE,DEBIT
c_004277,489494,HDFC,CREDIT
c_004278,448083,CHASE,DEBIT
c_004279,448687,CHASE,DEBIT
c_004280,505771,CITI,CREDIT
c_004281,487587,CHASE,CREDIT
c_004282,415849,CHASE,DEBIT
c_004283,542016,HDFC,DEBIT
c_004284,557211,ICICI,DEBIT
c_004285,504628,HDFC,DEBIT
c_004286,549418,HDFC,DEBIT
c_004287,449179,CHASE,CREDIT
c_004288,466467,SBI,CREDIT
c_004289,426857,ICICI,DEBIT
c_004290,530607,CHASE,CREDIT
c_004291,402354,SBI,DEBIT
c_004292,528261,CITI,DEBIT
c_004293,411762,CHASE,CREDIT
c_004294,431222,HDFC,CREDIT
c_004295,470078,HDFC,CREDIT
c_004296,409388,CHASE,DEBIT
c_004297,540992,SBI,CREDIT
c_004298,539174,SBI,DEBIT
c_004299,402786,ICICI,CREDIT
c_004300,535671,SBI,CREDIT
c_004301,455854,CHASE,CREDIT
c_004302,474645,HDFC,CREDIT
c_004303,468765,CITI,DEBIT
c_004304,525621,ICICI,DEBIT
c_004305,402592,ICICI,DEBIT
c_004306,518406,CITI,DEBIT
c_004307,502225,SBI,DEBIT
c_004308,421681,CHASE,CREDIT
c_004309,536120,SBI,CREDIT
c_004310,468443,SBI,DEBIT
c_004311,544395,CITI,CREDIT
c_004312,554042,ICICI,DEBIT
c_004313,452403,ICICI,DEBIT
c_004314,520892,SBI,CREDIT
c_004315,401331,SBI,DEBIT
c_004316,510972,CITI,DEBIT
c_004317,432557,SBI,DEBIT
c_004318,454191,HDFC,DEBIT
c_004319,559134,CITI,CREDIT
c_004320,499902,ICICI,DEBIT
c_004321,405591,CITI,DEBIT
c_004322,464457,SBI,CREDIT
c_004323,492438,SBI,DEBIT
c_004324,464179,HDFC,CREDIT
c_004325,556563,CITI,DEBIT
c_004326,492594,SBI,DEBIT
c_004327,447186,CHASE,DEBIT
c_004328,442821,HDFC,DEBIT
c_004329,438265,CITI,CREDIT
c_004330,456361,HDFC,CREDIT
c_004331,401147,HDFC,CREDIT
c_004332,433560,ICICI,DEBIT
c_004333,539381,ICICI,DEBIT
c_004334,500796,CITI,DEBIT
c_004335,414540,SBI,DEBIT
c_004336,408528,CITI,DEBIT
c_004337,414657,SBI,CREDIT
c_004338,539116,SBI,CREDIT
c_004339,457020,CITI,CREDIT
c_004340,516251,CHASE,CREDIT
c_004341,453627,CITI,DEBIT
c_004342,471013,SBI,CREDIT
c_004343,462050,CITI,DEBIT
c_004344,498237,HDFC,DEBIT
c_004345,527407,ICICI,DEBIT
c_004346,535061,ICICI,CREDIT
c_004347,471955,ICICI,CREDIT
c_004348,425812,CITI,CREDIT
c_004349,448409,SBI,CREDIT
c_004350,522431,CHASE,DEBIT
c_004351,488222,SBI,DEBIT
c_004352,463878,HDFC,DEBIT
c_004353,550781,CHASE,CREDIT
c_004354,479516,SBI,CREDIT
c_004355,501628,HDFC,CREDIT
c_004356,403904,SBI,CREDIT
c_004357,553407,HDFC,CREDIT
c_004358,407982,CITI,DEBIT
c_004359,466927,SBI,CREDIT
c_004360,476147,HDFC,DEBIT
c_004361,487146,HDFC,CREDIT
c_004362,508258,CITI,CREDIT
c_004363,490877,SBI,DEBIT
c_004364,496539,SBI,DEBIT
c_004365,416253,CITI,DEBIT
c_004366,439988,CHASE,CREDIT
c_004367,486438,SBI,CREDIT
c_004368,518495,CHASE,CREDIT
c_004369,471174,SBI,DEBIT
c_004370,496976,SBI,DEBIT
c_004371,433080,ICICI,CREDIT
c_004372,438898,SBI,DEBIT
c_004373,526491,CITI,CREDIT
c_004374,410102,HDFC,CREDIT
c_004375,416285,SBI,CREDIT
c_004376,495469,CITI,CREDIT
c_004377,543502,SBI,CREDIT
c_004378,521069,SBI,DEBIT
c_004379,514393,CHASE,DEBIT
c_004380,451767,CITI,CREDIT
c_004381,510565,CHASE,DEBIT
c_004382,440380,SBI,CREDIT
c_004383,553648,ICICI,CREDIT
c_004384,407830,ICICI,CREDIT
c_004385,512964,CHASE,CREDIT
c_004386,405458,CHASE,CREDIT
c_004387,432486,ICICI,DEBIT
c_004388,528665,ICICI,CREDIT
c_004389,504150,SBI,DEBIT
c_004390,416450,SBI,CREDIT
c_004391,429668,ICICI,CREDIT
c_004392,427058,CHASE,DEBIT
c_004393,414649,SBI,CREDIT
c_004394,495561,SBI,DEBIT
c_004395,475966,SBI,CREDIT
c_004396,488135,SBI,CREDIT
c_004397,449109,HDFC,CREDIT
c_004398,546340,ICICI,DEBIT
c_004399,497782,CHASE,CREDIT
c_004400,508727,CITI,DEBIT
c_004401,546929,CITI,CREDIT
c_004402,402039,SBI,DEBIT
c_004403,407856,CITI,CREDIT
c_004404,413320,SBI,DEBIT
c_004405,420829,CHASE,DEBIT
c_004406,497139,SBI,CREDIT
c_004407,546579,SBI,DEBIT
c_004408,424507,CITI,CREDIT
c_004409,552848,ICICI,DEBIT
c_004410,502490,CITI,CREDIT
c_004411,412117,CITI,DEBIT
c_004412,417974,CHASE,DEBIT
c_004413,537235,CITI,CREDIT
c_004414,406407,HDFC,DEBIT
c_004415,496614,SBI,DEBIT
c_004416,556556,HDFC,DEBIT
c_004417,428318,SBI,DEBIT
c_004418,445406,HDFC,DEBIT
c_004419,506403,SBI,DEBIT
c_004420,408645,CITI,DEBIT
c_004421,462223,ICICI,CREDIT
c_004422,463699,CHASE,DEBIT
c_004423,448481,HDFC,DEBIT
c_004424,542434,CITI,CREDIT
c_004425,535989,ICICI,DEBIT
c_004426,546695,CITI,DEBIT
c_004427,538467,SBI,CREDIT
c_004428,517910,CITI,DEBIT
c_004429,508059,CHASE,CREDIT
c_004430,505953,ICICI,CREDIT
c_004431,435419,HDFC,DEBIT
c_004432,478375,CITI,DEBIT
c_004433,448652,SBI,DEBIT
c_004434,506104,CHASE,CREDIT
c_004435,526021,SBI,DEBIT
c_004436,508272,SBI,CREDIT
c_004437,407860,SBI,CREDIT
c_004438,546487,ICICI,DEBIT
c_004439,529736,CITI,CREDIT
c_004440,506552,ICICI,CREDIT
c_004441,555682,SBI,DEBIT
c_004442,544091,CHASE,CREDIT
c_004443,479259,SBI,DEBIT
c_004444,481553,CHASE,CREDIT
c_004445,423150,SBI,CREDIT
c_004446,500669,CITI,DEBIT
c_004447,549169,CITI,CREDIT
c_004448,465358,HDFC,CREDIT
c_004449,486581,CHASE,CREDIT
c_004450,481514,ICICI,DEBIT
c_004451,473177,HDFC,DEBIT
c_004452,499314,CITI,DEBIT
c_004453,545626,CITI,CREDIT
c_004454,470325,CITI,CREDIT
c_004455,502360,CHASE,DEBIT
c_004456,431912,CITI,DEBIT
c_004457,436465,CITI,DEBIT
c_004458,463699,ICICI,CREDIT
c_004459,500586,CITI,CREDIT
c_004460,436010,ICICI,DEBIT
c_004461,459390,CHASE,DEBIT
c_004462,460398,CHASE,CREDIT
c_004463,413954,CHASE,DEBIT
c_004464,453412,CITI,CREDIT
c_004465,528959,SBI,CREDIT
c_004466,529963,CITI,DEBIT
c_004467,413489,SBI,CREDIT
c_004468,485946,CITI,CREDIT
c_004469,485341,CHASE,CREDIT
c_004470,497475,CHASE,CREDIT
c_004471,547225,HDFC,DEBIT
c_004472,492421,SBI,DEBIT
c_004473,434541,CHASE,CREDIT
c_004474,511240,SBI,CREDIT
c_004475,557720,SBI,DEBIT
c_004476,508588,ICICI,DEBIT
c_004477,522392,HDFC,CREDIT
c_004478,507763,HDFC,CREDIT
c_004479,513873,SBI,DEBIT
c_004480,465879,SBI,DEBIT
c_004481,411091,HDFC,CREDIT
c_004482,439564,HDFC,CREDIT
c_004483,516149,SBI,CREDIT
c_004484,426149,SBI,DEBIT
c_004485,413293,ICICI,CREDIT
c_004486,421711,CITI,DEBIT
c_004487,549854,CITI,CREDIT
c_004488,405689,SBI,CREDIT
c_004489,498059,HDFC,DEBIT
c_004490,458667,SBI,CREDIT
c_004491,413018,CITI,DEBIT
c_004492,468973,ICICI,DEBIT
c_004493,448707,CITI,CREDIT
c_004494,510969,CHASE,DEBIT
c_004495,448802,CHASE,DEBIT
c_004496,473177,ICICI,DEBIT
c_004497,453596,CITI,DEBIT
c_004498,400409,CHASE,DEBIT
c_004499,532489,CITI,DEBIT
c_004500,528729,HDFC,DEBIT
c_004501,495323,ICICI,DEBIT
c_004502,558109,HDFC,CREDIT
c_004503,491638,CHASE,CREDIT
c_004504,552142,CHASE,CREDIT
c_004505,556918,HDFC,CREDIT
c_004506,434787,CHASE,DEBIT
c_004507,447235,SBI,CREDIT
c_004508,425082,HDFC,CREDIT
c_004509,456510,SBI,DEBIT
c_004510,411730,SBI,DEBIT
c_004511,526872,CHASE,CREDIT
c_004512,432375,ICICI,DEBIT
c_004513,512225,HDFC,DEBIT
c_004514,556064,ICICI,DEBIT
c_004515,428504,CHASE,CREDIT
c_004516,475366,SBI,DEBIT
c_004517,520560,HDFC,CREDIT
c_004518,517181,ICICI,DEBIT
c_004519,411462,SBI,DEBIT
c_004520,421675,CITI,DEBIT
c_004521,516252,SBI,DEBIT
c_004522,422803,ICICI,CREDIT
c_004523,511407,CHASE,CREDIT
c_004524,504370,HDFC,DEBIT
c_004525,458107,ICICI,CREDIT
c_004526,422661,CHASE,CREDIT
c_004527,489064,CITI,DEBIT
c_004528,509712,ICICI,CREDIT
c_004529,518931,SBI,CREDIT
c_004530,488702,ICICI,CREDIT
c_004531,519774,ICICI,DEBIT
c_004532,463426,CHASE,CREDIT
c_004533,415058,ICICI,CREDIT
c_004534,482335,HDFC,DEBIT
c_004535,402019,SBI,CREDIT
c_004536,544142,CHASE,DEBIT
c_004537,511743,CITI,DEBIT
c_004538,483678,CHASE,DEBIT
c_004539,418611,ICICI,DEBIT
c_004540,536983,HDFC,CREDIT
c_004541,518919,CITI,DEBIT
c_004542,447245,ICICI,CREDIT
c_004543,449184,CITI,DEBIT
c_004544,460646,HDFC,CREDIT
c_004545,471471,CITI,CREDIT
c_004546,552767,SBI,DEBIT
c_004547,509734,SBI,CREDIT
c_004548,414697,CHASE,CREDIT
c_004549,449373,ICICI,DEBIT
c_004550,538415,ICICI,DEBIT
c_004551,438772,SBI,DEBIT
c_004552,503794,SBI,CREDIT
c_004553,538496,SBI,CREDIT
c_004554,428932,CITI,DEBIT
c_004555,437403,HDFC,CREDIT
c_004556,418041,HDFC,CREDIT
c_004557,479896,CITI,DEBIT
c_004558,482853,HDFC,DEBIT
c_004559,559066,ICICI,DEBIT
c_004560,474562,CHASE,CREDIT
c_004561,464962,ICICI,CREDIT
c_004562,453236,ICICI,DEBIT
c_004563,482761,CHASE,CREDIT
c_004564,479339,ICICI,CREDIT
c_004565,413876,HDFC,CREDIT
c_004566,431330,CHASE,CREDIT
c_004567,461154,CHASE,CREDIT
c_004568,408652,ICICI,DEBIT
c_004569,521221,HDFC,CREDIT
c_004570,515562,HDFC,DEBIT
c_004571,448217,SBI,DEBIT
c_004572,544650,ICICI,DEBIT
c_004573,548215,CHASE,DEBIT
c_004574,517723,CITI,CREDIT
c_004575,499793,CITI,DEBIT
c_004576,519016,CHASE,CREDIT
c_004577,498297,HDFC,CREDIT
c_004578,558415,HDFC,CREDIT
c_004579,462063,CITI,DEBIT
c_004580,408002,HDFC,DEBIT
c_004581,491006,SBI,DEBIT
c_004582,499201,CITI,DEBIT
c_004583,464840,HDFC,CREDIT
c_004584,554365,ICICI,CREDIT
c_004585,475372,CHASE,DEBIT
c_004586,536087,CITI,CREDIT
c_004587,478637,HDFC,CREDIT
c_004588,491851,SBI,CREDIT
c_004589,439122,SBI,DEBIT
c_004590,496628,CHASE,DEBIT
c_004591,530406,CHASE,CREDIT
c_004592,401758,CITI,CREDIT
c_004593,502749,ICICI,DEBIT
c_004594,522938,CITI,CREDIT
c_004595,511510,ICICI,DEBIT
c_004596,518008,HDFC,DEBIT
c_004597,507654,HDFC,DEBIT
c_004598,500407,HDFC,DEBIT
c_004599,547092,CHASE,DEBIT
c_004600,430812,HDFC,DEBIT
c_004601,514296,HDFC,DEBIT
c_004602,554551,SBI,DEBIT
c_004603,545685,HDFC,CREDIT
c_004604,412834,HDFC,DEBIT
c_004605,435634,CHASE,CREDIT
c_004606,444063,CITI,DEBIT
c_004607,490367,CITI,CREDIT
c_004608,521881,CHASE,CREDIT
c_004609,413042,HDFC,CREDIT
c_004610,554316,CHASE,DEBIT
c_004611,501108,CITI,DEBIT
c_004612,426360,HDFC,CREDIT
c_004613,511883,CITI,CREDIT
c_004614,480192,CHASE,DEBIT
c_004615,528675,CHASE,DEBIT
c_004616,483344,CITI,CREDIT
c_004617,502326,CITI,DEBIT
c_004618,555410,ICICI,DEBIT
c_004619,409678,SBI,DEBIT
c_004620,453648,SBI,CREDIT
c_004621,462956,CITI,CREDIT
c_004622,474005,CITI,DEBIT
c_004623,492197,HDFC,DEBIT
c_004624,530020,SBI,DEBIT
c_004625,511258,CHASE,CREDIT
c_004626,537610,CHASE,CREDIT
c_004627,449581,SBI,DEBIT
c_004628,544440,ICICI,DEBIT
c_004629,528467,CHASE,CREDIT
c_004630,533586,CHASE,CREDIT
c_004631,530842,CHASE,DEBIT
c_004632,497993,CITI,CREDIT
c_004633,544196,SBI,DEBIT
c_004634,540783,ICICI,CREDIT
c_004635,501352,CITI,CREDIT
c_004636,432557,ICICI,CREDIT
c_004637,437904,HDFC,DEBIT
c_004638,452467,HDFC,CREDIT
c_004639,466629,CHASE,DEBIT
c_004640,438981,CHASE,CREDIT
c_004641,429343,CITI,DEBIT
c_004642,549054,CHASE,DEBIT
c_004643,455264,SBI,DEBIT
c_004644,409849,ICICI,DEBIT
c_004645,464308,CITI,CREDIT
c_004646,545964,ICICI,DEBIT
c_004647,484131,CHASE,DEBIT
c_004648,535161,CHASE,CREDIT
c_004649,460854,ICICI,CREDIT
c_004650,486896,ICICI,CREDIT
c_004651,445000,HDFC,DEBIT
c_004652,556820,SBI,CREDIT
c_004653,466474,CHASE,DEBIT
c_004654,429815,ICICI,DEBIT
c_004655,505704,CITI,DEBIT
c_004656,476122,SBI,DEBIT
c_004657,518504,ICICI,DEBIT
c_004658,433432,ICICI,DEBIT
c_004659,421680,CHASE,CREDIT
c_004660,533872,CHASE,CREDIT
c_004661,402116,ICICI,CREDIT
c_004662,515180,SBI,DEBIT
c_004663,482907,SBI,CREDIT
c_004664,529747,CHASE,DEBIT
c_004665,520240,SBI,DEBIT
c_004666,419441,ICICI,CREDIT
c_004667,455491,SBI,CREDIT
c_004668,454105,SBI,DEBIT
c_004669,531833,HDFC,DEBIT
c_004670,486619,CHASE,CREDIT
c_004671,408298,CITI,DEBIT
c_004672,520436,ICICI,DEBIT
c_004673,471217,CITI,DEBIT
c_004674,449308,CHASE,CREDIT
c_004675,518150,SBI,CREDIT
c_004676,448877,CITI,CREDIT
c_004677,451663,ICICI,DEBIT
c_004678,506676,CITI,CREDIT
c_004679,520746,HDFC,CREDIT
c_004680,485069,HDFC,CREDIT
c_004681,550111,SBI,DEBIT
c_004682,551836,SBI,CREDIT
c_004683,427827,HDFC,DEBIT
c_004684,404100,SBI,DEBIT
c_004685,527607,CITI,CREDIT
c_004686,468273,CITI,DEBIT
c_004687,491437,SBI,DEBIT
c_004688,430076,HDFC,DEBIT
c_004689,537513,HDFC,CREDIT
c_004690,429785,ICICI,DEBIT
c_004691,553675,ICICI,CREDIT
c_004692,517518,SBI,DEBIT
c_004693,538587,SBI,DEBIT
c_004694,426409,HDFC,CREDIT
c_004695,530936,HDFC,DEBIT
c_004696,478529,CHASE,CREDIT
c_004697,503709,HDFC,DEBIT
c_004698,508012,SBI,DEBIT
c_004699,500754,ICICI,CREDIT
c_004700,487640,SBI,CREDIT
c_004701,509111,ICICI,DEBIT
c_004702,446627,HDFC,DEBIT
c_004703,489570,SBI,CREDIT
c_004704,444464,ICICI,DEBIT
c_004705,549321,SBI,DEBIT
c_004706,528500,HDFC,CREDIT
c_004707,464518,SBI,DEBIT
c_004708,472402,CHASE,CREDIT
c_004709,416268,CITI,CREDIT
c_004710,467944,CHASE,DEBIT
c_004711,413274,CHASE,DEBIT
c_004712,465492,CITI,DEBIT
c_004713,413492,CHASE,CREDIT
c_004714,428404,CHASE,DEBIT
c_004715,488420,ICICI,DEBIT
c_004716,468094,HDFC,DEBIT
c_004717,400119,ICICI,DEBIT
c_004718,476300,HDFC,CREDIT
c_004719,488592,CHASE,DEBIT
c_004720,500393,CITI,DEBIT
c_004721,559219,SBI,CREDIT
c_004722,466346,HDFC,CREDIT
c_004723,470729,HDFC,DEBIT
c_004724,457234,ICICI,CREDIT
c_004725,502777,SBI,DEBIT
c_004726,436825,CITI,CREDIT
c_004727,556573,HDFC,CREDIT
c_004728,513008,SBI,DEBIT
c_004729,515145,CITI,DEBIT
c_004730,497834,CHASE,DEBIT
c_004731,548326,HDFC,CREDIT
c_004732,446577,SBI,DEBIT
c_004733,444612,HDFC,DEBIT
c_004734,426907,SBI,DEBIT
c_004735,549534,CITI,CREDIT
c_004736,532062,HDFC,CREDIT
c_004737,428877,SBI,DEBIT
c_004738,422043,ICICI,CREDIT
c_004739,504011,CITI,DEBIT
c_004740,552171,HDFC,CREDIT
c_004741,444147,CHASE,CREDIT
c_004742,440327,HDFC,DEBIT
c_004743,442543,HDFC,DEBIT
c_004744,518023,SBI,DEBIT
c_004745,439884,HDFC,CREDIT
c_004746,480536,CHASE,CREDIT
c_004747,505708,SBI,CREDIT
c_004748,542543,HDFC,DEBIT
c_004749,521464,ICICI,DEBIT
c_004750,464826,CHASE,CREDIT
c_004751,485707,CITI,DEBIT
c_004752,509141,SBI,CREDIT
c_004753,551182,HDFC,CREDIT
c_004754,450171,ICICI,DEBIT
c_004755,546734,HDFC,DEBIT
c_004756,425788,ICICI,DEBIT
c_004757,535628,SBI,DEBIT
c_004758,457076,HDFC,CREDIT
c_004759,505550,CITI,DEBIT
c_004760,461819,SBI,DEBIT
c_004761,542382,SBI,DEBIT
c_004762,432868,ICICI,CREDIT
c_004763,503425,ICICI,CREDIT
c_004764,524941,HDFC,DEBIT
c_004765,441444,HDFC,DEBIT
c_004766,482086,ICICI,CREDIT
c_004767,441661,ICICI,CREDIT
c_004768,515608,HDFC,CREDIT
c_004769,524279,CHASE,DEBIT
c_004770,481510,ICICI,DEBIT
c_004771,554676,CITI,CREDIT
c_004772,511832,CHASE,CREDIT
c_004773,479268,HDFC,CREDIT
c_004774,527610,ICICI,DEBIT
c_004775,410411,CHASE,CREDIT
c_004776,446786,SBI,DEBIT
c_004777,405364,ICICI,DEBIT
c_004778,409383,SBI,DEBIT
c_004779,404894,CITI,CREDIT
c_004780,437916,SBI,CREDIT
c_004781,436062,SBI,CREDIT
c_004782,447932,CHASE,CREDIT
c_004783,475848,HDFC,CREDIT
c_004784,539421,CITI,DEBIT
c_004785,555589,ICICI,CREDIT
c_004786,513875,ICICI,CREDIT
c_004787,448570,ICICI,DEBIT
c_004788,544528,ICICI,DEBIT
c_004789,499962,ICICI,DEBIT
c_004790,520434,CITI,CREDIT
c_004791,535259,HDFC,CREDIT
c_004792,410415,SBI,DEBIT
c_004793,460882,SBI,CREDIT
c_004794,460551,HDFC,CREDIT
c_004795,551732,ICICI,DEBIT
c_004796,421140,CHASE,DEBIT
c_004797,421200,ICICI,CREDIT
c_004798,465390,SBI,CREDIT
c_004799,414949,SBI,DEBIT
c_004800,523019,HDFC,CREDIT
c_004801,525694,SBI,DEBIT
c_004802,546430,CITI,CREDIT
c_004803,548463,SBI,CREDIT
c_004804,451857,SBI,CREDIT
c_004805,499060,CITI,CREDIT
c_004806,508685,ICICI,DEBIT
c_004807,462306,CITI,DEBIT
c_004808,485289,CITI,CREDIT
c_004809,419125,CITI,CREDIT
c_004810,544820,SBI,CREDIT
c_004811,472850,ICICI,DEBIT
c_004812,497199,CITI,CREDIT
c_004813,488249,HDFC,DEBIT
c_004814,449526,HDFC,CREDIT
c_004815,417647,SBI,CREDIT
c_004816,425235,CITI,CREDIT
c_004817,454570,SBI,DEBIT
c_004818,426083,HDFC,CREDIT
c_004819,530517,SBI,CREDIT
c_004820,428116,ICICI,CREDIT
c_004821,460130,CHASE,CREDIT
c_004822,558703,HDFC,CREDIT
c_004823,407979,SBI,DEBIT
c_004824,528774,ICICI,CREDIT
c_004825,437319,ICICI,DEBIT
c_004826,468371,ICICI,CREDIT
c_004827,527628,CITI,CREDIT
c_004828,410364,ICICI,DEBIT
c_004829,456748,CITI,DEBIT
c_004830,436681,CITI,DEBIT
c_004831,515696,HDFC,DEBIT
c_004832,492616,SBI,CREDIT
c_004833,483927,ICICI,DEBIT
c_004834,418508,ICICI,CREDIT
c_004835,483145,CITI,CREDIT
c_004836,464007,CHASE,DEBIT
c_004837,418436,HDFC,CREDIT
c_004838,558944,ICICI,DEBIT
c_004839,427565,HDFC,CREDIT
c_004840,442460,ICICI,DEBIT
c_004841,513242,SBI,CREDIT
c_004842,406906,HDFC,DEBIT
c_004843,539604,HDFC,DEBIT
c_004844,463820,CHASE,CREDIT
c_004845,543429,SBI,DEBIT
c_004846,409813,HDFC,DEBIT
c_004847,417752,CITI,DEBIT
c_004848,479836,HDFC,CREDIT
c_004849,406222,CITI,DEBIT
c_004850,517372,HDFC,DEBIT
c_004851,535737,SBI,CREDIT
c_004852,416431,CHASE,CREDIT
c_004853,539711,CHASE,DEBIT
c_004854,448160,HDFC,CREDIT
c_004855,548864,CITI,CREDIT
c_004856,402816,ICICI,DEBIT
c_004857,405400,SBI,DEBIT
c_004858,481628,CHASE,CREDIT
c_004859,455848,ICICI,CREDIT
c_004860,480068,ICICI,DEBIT
c_004861,411373,CHASE,CREDIT
c_004862,417391,HDFC,DEBIT
c_004863,477130,CHASE,DEBIT
c_004864,417206,HDFC,CREDIT
c_004865,428973,ICICI,DEBIT
c_004866,461449,SBI,CREDIT
c_004867,487545,CHASE,CREDIT
c_004868,434906,HDFC,CREDIT
c_004869,438467,ICICI,DEBIT
c_004870,556446,SBI,CREDIT
c_004871,521701,ICICI,DEBIT
c_004872,528220,CHASE,DEBIT
c_004873,537031,CITI,CREDIT
