txn_id,note_text,created_at
tx_2024-01_82183,Merchant previously linked to fraud ring.,2025-03-11 03:50:26
tx_2024-01_105491,Device fingerprint inconsistent.,2025-03-07 02:22:07
tx_2024-01_100299,Merchant previously linked to fraud ring.,2025-06-18 03:01:05
tx_2024-01_129116,Cardholder reported unauthorized transaction.,2025-03-19 21:51:59
tx_2024-01_31417,Merchant previously linked to fraud ring.,2025-12-05 00:22:43
tx_2024-01_87384,Device fingerprint inconsistent.,2025-05-03 09:13:08
tx_2024-01_110976,Cardholder reported unauthorized transaction.,2025-12-11 07:33:19
tx_2024-01_86117,Merchant previously linked to fraud ring.,2025-03-03 14:08:07
tx_2024-01_62987,Multiple failed attempts before success.,2025-01-31 11:39:40
tx_2024-01_14182,Multiple failed attempts before success.,2025-11-27 15:50:16
tx_2024-01_144902,Cardholder reported unauthorized transaction.,2025-11-21 00:38:27
tx_2024-01_105203,Merchant previously linked to fraud ring.,2025-09-10 17:17:34
tx_2024-01_86072,Device fingerprint inconsistent.,2025-01-10 09:52:33
tx_2024-01_85011,Device fingerprint inconsistent.,2025-09-12 06:21:03
tx_2024-01_110519,Cardholder reported unauthorized transaction.,2025-09-12 19:05:27
tx_2024-01_35165,Device fingerprint inconsistent.,2025-03-01 00:13:56
tx_2024-01_3619,Device fingerprint inconsistent.,2025-06-01 22:47:10
tx_2024-01_42422,Multiple failed attempts before success.,2025-10-08 04:14:11
tx_2024-01_78840,Device fingerprint inconsistent.,2025-06-14 05:15:45
tx_2024-01_97418,Multiple failed attempts before success.,2025-03-03 08:01:15
tx_2024-01_25517,Merchant previously linked to fraud ring.,2025-09-19 22:18:36
tx_2024-01_123408,Multiple failed attempts before success.,2025-05-17 03:25:57
tx_2024-01_86972,Cardholder reported unauthorized transaction.,2025-05-18 00:57:13
tx_2024-01_146635,Device fingerprint inconsistent.,2025-10-25 13:17:58
tx_2024-01_22125,Device fingerprint inconsistent.,2025-07-12 16:20:37
tx_2024-01_14216,Device fingerprint inconsistent.,2025-03-11 07:21:09
tx_2024-01_144149,Device fingerprint inconsistent.,2025-12-07 12:00:13
tx_2024-01_86466,Multiple failed attempts before success.,2025-10-14 14:42:58
tx_2024-01_144633,Device fingerprint inconsistent.,2025-09-01 10:35:49
tx_2024-01_36925,Cardholder reported unauthorized transaction.,2025-03-30 22:56:31
tx_2024-01_146083,Merchant previously linked to fraud ring.,2025-09-14 22:51:34
tx_2024-01_54445,Multiple failed attempts before success.,2025-01-20 18:31:07
tx_2024-01_89370,Cardholder reported unauthorized transaction.,2025-02-03 03:52:23
tx_2024-01_109824,Multiple failed attempts before success.,2025-04-22 16:28:43
tx_2024-01_84903,Device fingerprint inconsistent.,2025-04-21 05:45:49
tx_2024-01_117029,Multiple failed attempts before success.,2025-12-17 13:49:08
tx_2024-01_106628,Cardholder reported unauthorized transaction.,2025-09-22 23:42:48
tx_2024-01_62532,Merchant previously linked to fraud ring.,2025-09-12 22:54:17
tx_2024-01_8562,Device fingerprint inconsistent.,2025-02-03 06:53:41
tx_2024-01_71509,Cardholder reported unauthorized transaction.,2025-07-01 11:33:34
tx_2024-01_142771,Device fingerprint inconsistent.,2025-10-19 06:38:50
tx_2024-01_93196,Cardholder reported unauthorized transaction.,2025-10-21 12:22:59
tx_2024-01_43113,Merchant previously linked to fraud ring.,2025-07-13 17:06:45
tx_2024-01_71319,Multiple failed attempts before success.,2025-12-02 15:00:02
tx_2024-01_128812,Multiple failed attempts before success.,2025-07-19 17:38:23
tx_2024-01_6589,Device fingerprint inconsistent.,2025-08-25 10:38:12
tx_2024-01_89288,Multiple failed attempts before success.,2025-06-28 23:49:53
tx_2024-01_59179,Cardholder reported unauthorized transaction.,2025-06-22 00:04:51
tx_2024-01_88511,Cardholder reported unauthorized transaction.,2025-05-31 14:03:40
tx_2024-01_44791,Multiple failed attempts before success.,2025-02-26 23:58:43
tx_2024-01_83260,Device fingerprint inconsistent.,2025-06-20 08:40:38
tx_2024-01_12137,Cardholder reported unauthorized transaction.,2025-05-11 15:07:43
tx_2024-01_5454,Merchant previously linked to fraud ring.,2025-02-06 18:22:59
tx_2024-01_122557,Device fingerprint inconsistent.,2025-02-27 21:00:02
tx_2024-01_105121,Device fingerprint inconsistent.,2025-07-16 18:26:30
tx_2024-01_88140,Merchant previously linked to fraud ring.,2025-07-12 10:59:47
tx_2024-01_104131,Device fingerprint inconsistent.,2025-08-19 20:42:40
tx_2024-01_45661,Device fingerprint inconsistent.,2025-12-16 18:33:26
tx_2024-01_9755,Cardholder reported unauthorized transaction.,2025-03-23 17:40:40
tx_2024-01_50113,Device fingerprint inconsistent.,2025-04-30 05:57:08
tx_2024-01_86435,Multiple failed attempts before success.,2025-10-02 18:54:24
tx_2024-01_788,Merchant previously linked to fraud ring.,2025-09-08 02:49:33
tx_2024-01_62842,Cardholder reported unauthorized transaction.,2025-10-04 16:18:21
tx_2024-01_69326,Multiple failed attempts before success.,2025-03-07 07:58:17
tx_2024-01_25663,Merchant previously linked to fraud ring.,2025-04-19 05:15:03
tx_2024-01_19211,Device fingerprint inconsistent.,2025-01-22 10:47:12
tx_2024-01_89231,Cardholder reported unauthorized transaction.,2025-06-13 10:39:05
tx_2024-01_30187,Merchant previously linked to fraud ring.,2025-06-17 10:13:58
tx_2024-01_57410,Multiple failed attempts before success.,2025-05-07 04:55:05
tx_2024-01_69929,Multiple failed attempts before success.,2025-01-11 00:20:39
tx_2024-01_46706,Device fingerprint inconsistent.,2025-11-21 17:14:35
tx_2024-01_36800,Device fingerprint inconsistent.,2025-07-10 15:13:07
tx_2024-01_104865,Merchant previously linked to fraud ring.,2025-10-17 12:47:12
tx_2024-01_72890,Multiple failed attempts before success.,2025-05-06 17:23:59
tx_2024-01_105998,Merchant previously linked to fraud ring.,2025-06-07 20:30:56
tx_2024-01_13485,Multiple failed attempts before success.,2025-07-21 10:00:34
tx_2024-01_147475,Merchant previously linked to fraud ring.,2025-08-07 16:25:49
tx_2024-01_88276,Device fingerprint inconsistent.,2025-03-05 19:38:00
tx_2024-01_19967,Cardholder reported unauthorized transaction.,2025-04-21 20:30:53
tx_2024-01_45941,Merchant previously linked to fraud ring.,2025-06-02 14:34:56
tx_2024-01_3572,Device fingerprint inconsistent.,2025-04-03 14:03:45
tx_2024-01_104705,Device fingerprint inconsistent.,2025-01-01 08:41:54
tx_2024-01_91592,Multiple failed attempts before success.,2025-07-20 15:26:09
tx_2024-01_138749,Merchant previously linked to fraud ring.,2025-11-29 00:41:26
tx_2024-01_47439,Merchant previously linked to fraud ring.,2025-07-11 16:20:48
tx_2024-01_35000,Device fingerprint inconsistent.,2025-07-17 07:59:01
tx_2024-01_16958,Multiple failed attempts before success.,2025-01-11 08:21:10
tx_2024-01_37741,Cardholder reported unauthorized transaction.,2025-07-07 05:45:27
tx_2024-01_48140,Multiple failed attempts before success.,2025-08-26 00:55:16
tx_2024-01_23195,Cardholder reported unauthorized transaction.,2025-10-27 13:14:30
tx_2024-01_181,Device fingerprint inconsistent.,2025-03-07 22:05:57
tx_2024-01_86992,Multiple failed attempts before success.,2025-08-16 17:39:09
tx_2024-01_124032,Merchant previously linked to fraud ring.,2025-08-22 16:10:33
tx_2024-01_1038,Cardholder reported unauthorized transaction.,2025-01-14 06:50:30
tx_2024-01_46296,Multiple failed attempts before success.,2025-06-11 22:15:38
tx_2024-01_91431,Merchant previously linked to fraud ring.,2025-10-01 18:09:55
tx_2024-01_43750,Multiple failed attempts before success.,2025-10-29 02:53:45
tx_2024-01_19892,Merchant previously linked to fraud ring.,2025-09-29 00:54:29
tx_2024-01_135712,Merchant previously linked to fraud ring.,2025-03-06 19:15:33
tx_2024-01_138855,Merchant previously linked to fraud ring.,2025-09-21 06:56:03
tx_2024-01_92506,Multiple failed attempts before success.,2025-04-13 09:42:05
tx_2024-01_138242,Multiple failed attempts before success.,2025-09-10 00:58:30
tx_2024-01_28887,Device fingerprint inconsistent.,2025-01-11 07:29:03
tx_2024-01_98317,Device fingerprint inconsistent.,2025-05-27 13:02:34
tx_2024-01_37144,Multiple failed attempts before success.,2025-07-02 20:14:00
tx_2024-01_13302,Device fingerprint inconsistent.,2025-11-22 05:13:25
tx_2024-01_56100,Merchant previously linked to fraud ring.,2025-08-26 05:46:31
tx_2024-01_131039,Multiple failed attempts before success.,2025-08-18 16:56:49
tx_2024-01_50583,Device fingerprint inconsistent.,2025-12-04 14:54:18
tx_2024-01_98384,Device fingerprint inconsistent.,2025-02-07 13:15:05
tx_2024-01_124817,Merchant previously linked to fraud ring.,2025-12-01 12:03:53
tx_2024-01_136954,Multiple failed attempts before success.,2025-02-17 02:55:47
tx_2024-01_63811,Device fingerprint inconsistent.,2025-11-10 00:29:39
tx_2024-01_12875,Device fingerprint inconsistent.,2025-06-21 16:50:05
tx_2024-01_9577,Multiple failed attempts before success.,2025-06-07 19:52:24
tx_2024-01_131582,Device fingerprint inconsistent.,2025-10-06 18:39:00
tx_2024-01_61921,Merchant previously linked to fraud ring.,2025-05-28 20:49:30
tx_2024-01_71715,Cardholder reported unauthorized transaction.,2025-04-24 00:05:55
tx_2024-01_148833,Merchant previously linked to fraud ring.,2025-08-20 19:38:48
tx_2024-01_125092,Device fingerprint inconsistent.,2025-11-22 06:23:14
tx_2024-01_56387,Cardholder reported unauthorized transaction.,2025-03-28 07:34:59
tx_2024-01_95624,Device fingerprint inconsistent.,2025-10-13 06:38:25
tx_2024-01_142834,Multiple failed attempts before success.,2025-07-30 08:54:34
tx_2024-01_135264,Multiple failed attempts before success.,2025-12-07 14:57:27
tx_2024-01_56726,Cardholder reported unauthorized transaction.,2025-03-06 19:27:14
tx_2024-01_143352,Cardholder reported unauthorized transaction.,2025-02-27 06:53:02
tx_2024-01_36019,Multiple failed attempts before success.,2025-07-18 00:05:44
tx_2024-01_54142,Multiple failed attempts before success.,2025-09-03 23:39:38
tx_2024-01_43053,Multiple failed attempts before success.,2025-05-18 16:24:16
tx_2024-01_113165,Cardholder reported unauthorized transaction.,2025-08-11 22:54:29
tx_2024-01_146757,Cardholder reported unauthorized transaction.,2025-12-18 17:46:57
tx_2024-01_40778,Merchant previously linked to fraud ring.,2025-04-28 17:26:04
tx_2024-01_16626,Merchant previously linked to fraud ring.,2025-09-14 09:58:28
tx_2024-01_147083,Cardholder reported unauthorized transaction.,2025-08-09 13:41:01
tx_2024-01_45204,Cardholder reported unauthorized transaction.,2025-02-11 13:02:48
tx_2024-01_120463,Multiple failed attempts before success.,2025-03-27 22:05:46
tx_2024-01_111919,Merchant previously linked to fraud ring.,2025-07-26 22:52:27
tx_2024-01_12276,Multiple failed attempts before success.,2025-05-14 18:55:22
tx_2024-01_84726,Cardholder reported unauthorized transaction.,2025-01-04 17:28:02
tx_2024-01_69862,Cardholder reported unauthorized transaction.,2025-02-26 13:05:47
tx_2024-01_125751,Device fingerprint inconsistent.,2025-09-06 13:43:07
tx_2024-01_119557,Cardholder reported unauthorized transaction.,2025-04-30 22:53:30
tx_2024-01_30632,Merchant previously linked to fraud ring.,2025-07-11 21:53:48
tx_2024-01_129552,Cardholder reported unauthorized transaction.,2025-05-11 10:34:46
tx_2024-01_11789,Multiple failed attempts before success.,2025-10-20 20:45:52
tx_2024-01_81579,Cardholder reported unauthorized transaction.,2025-05-03 22:55:05
tx_2024-01_120867,Cardholder reported unauthorized transaction.,2025-12-05 18:46:00
tx_2024-01_46922,Device fingerprint inconsistent.,2025-03-02 18:47:23
tx_2024-01_38710,Cardholder reported unauthorized transaction.,2025-08-01 00:42:05
tx_2024-01_253,Multiple failed attempts before success.,2025-11-09 08:16:58
tx_2024-01_147594,Multiple failed attempts before success.,2025-09-12 23:46:32
tx_2024-01_4558,Cardholder reported unauthorized transaction.,2025-09-21 01:14:56
tx_2024-01_6949,Multiple failed attempts before success.,2025-11-28 07:06:20
tx_2024-01_79391,Merchant previously linked to fraud ring.,2025-03-05 07:56:00
tx_2024-01_575,Cardholder reported unauthorized transaction.,2025-07-28 06:53:10
tx_2024-01_147149,Multiple failed attempts before success.,2025-08-01 08:45:33
tx_2024-01_49089,Merchant previously linked to fraud ring.,2025-09-23 16:00:17
tx_2024-01_129027,Merchant previously linked to fraud ring.,2025-05-07 11:51:09
tx_2024-01_90247,Cardholder reported unauthorized transaction.,2025-06-05 17:43:40
tx_2024-01_29558,Merchant previously linked to fraud ring.,2025-05-20 11:44:23
tx_2024-01_120901,Merchant previously linked to fraud ring.,2025-02-15 18:27:06
tx_2024-01_136726,Multiple failed attempts before success.,2025-05-07 20:35:13
tx_2024-01_117517,Multiple failed attempts before success.,2025-02-28 17:58:19
tx_2024-01_92514,Device fingerprint inconsistent.,2025-08-25 08:00:22
tx_2024-01_80984,Cardholder reported unauthorized transaction.,2025-10-11 03:15:15
tx_2024-01_88699,Merchant previously linked to fraud ring.,2025-04-22 01:01:30
tx_2024-01_143547,Multiple failed attempts before success.,2025-04-27 14:33:37
tx_2024-01_20223,Multiple failed attempts before success.,2025-10-28 17:41:42
tx_2024-01_139051,Cardholder reported unauthorized transaction.,2025-11-21 13:38:05
tx_2024-01_3791,Device fingerprint inconsistent.,2025-01-24 02:05:52
tx_2024-01_88500,Multiple failed attempts before success.,2025-05-01 02:54:55
tx_2024-01_112083,Cardholder reported unauthorized transaction.,2025-09-08 09:40:00
tx_2024-01_85278,Merchant previously linked to fraud ring.,2025-08-13 18:16:04
tx_2024-01_43319,Merchant previously linked to fraud ring.,2025-03-31 23:51:37
tx_2024-01_54125,Multiple failed attempts before success.,2025-01-18 08:26:09
tx_2024-01_141017,Merchant previously linked to fraud ring.,2025-01-12 17:21:10
tx_2024-01_32884,Device fingerprint inconsistent.,2025-09-12 13:05:03
tx_2024-01_64081,Device fingerprint inconsistent.,2025-09-03 06:48:43
tx_2024-01_108477,Device fingerprint inconsistent.,2025-06-30 09:05:56
tx_2024-01_72052,Device fingerprint inconsistent.,2025-11-03 22:22:43
tx_2024-01_101272,Merchant previously linked to fraud ring.,2025-10-04 16:23:59
tx_2024-01_143364,Device fingerprint inconsistent.,2025-03-07 08:41:25
tx_2024-01_86656,Multiple failed attempts before success.,2025-12-02 17:28:26
tx_2024-01_110680,Device fingerprint inconsistent.,2025-06-15 13:23:48
tx_2024-01_96040,Cardholder reported unauthorized transaction.,2025-06-22 07:54:06
tx_2024-01_132678,Merchant previously linked to fraud ring.,2025-05-26 05:15:35
tx_2024-01_135894,Device fingerprint inconsistent.,2025-10-28 11:46:05
tx_2024-01_95782,Multiple failed attempts before success.,2025-01-05 12:25:04
tx_2024-01_17790,Merchant previously linked to fraud ring.,2025-10-08 22:42:00
tx_2024-01_128759,Device fingerprint inconsistent.,2025-05-07 23:32:27
tx_2024-01_80585,Cardholder reported unauthorized transaction.,2025-07-06 23:33:01
tx_2024-01_107990,Merchant previously linked to fraud ring.,2025-03-12 10:24:57
tx_2024-01_76074,Merchant previously linked to fraud ring.,2025-04-04 03:44:39
tx_2024-01_149836,Device fingerprint inconsistent.,2025-01-11 16:57:56
tx_2024-01_61031,Merchant previously linked to fraud ring.,2025-09-25 10:31:11
tx_2024-01_124834,Cardholder reported unauthorized transaction.,2025-06-07 13:27:20
tx_2024-01_140450,Cardholder reported unauthorized transaction.,2025-02-26 00:34:12
tx_2024-01_146092,Multiple failed attempts before success.,2025-03-29 18:27:51
tx_2024-01_76556,Device fingerprint inconsistent.,2025-05-06 16:16:22
tx_2024-01_140423,Multiple failed attempts before success.,2025-05-05 06:38:05
tx_2024-01_44405,Device fingerprint inconsistent.,2025-08-30 02:01:46
tx_2024-01_67605,Multiple failed attempts before success.,2025-08-02 20:03:29
tx_2024-01_94971,Cardholder reported unauthorized transaction.,2025-07-25 19:43:21
tx_2024-01_1904,Multiple failed attempts before success.,2025-06-01 02:00:32
tx_2024-01_105182,Multiple failed attempts before success.,2025-03-28 23:23:45
tx_2024-01_134300,Merchant previously linked to fraud ring.,2025-06-13 03:45:06
tx_2024-01_145280,Merchant previously linked to fraud ring.,2025-03-02 13:53:43
tx_2024-01_124773,Device fingerprint inconsistent.,2025-11-08 08:34:22
tx_2024-01_99336,Merchant previously linked to fraud ring.,2025-07-01 17:54:57
tx_2024-01_94717,Cardholder reported unauthorized transaction.,2025-03-08 04:54:27
tx_2024-01_148237,Device fingerprint inconsistent.,2025-11-16 03:46:09
tx_2024-01_62668,Device fingerprint inconsistent.,2025-09-24 01:19:23
tx_2024-01_89592,Cardholder reported unauthorized transaction.,2025-08-10 07:14:35
tx_2024-01_135588,Cardholder reported unauthorized transaction.,2025-03-25 03:11:39
tx_2024-01_63335,Multiple failed attempts before success.,2025-06-04 21:54:07
tx_2024-01_44776,Cardholder reported unauthorized transaction.,2025-03-12 09:27:01
tx_2024-01_716,Merchant previously linked to fraud ring.,2025-04-03 09:24:09
tx_2024-01_107134,Multiple failed attempts before success.,2025-07-01 05:38:50
tx_2024-01_70158,Cardholder reported unauthorized transaction.,2025-04-04 11:31:59
tx_2024-01_110691,Cardholder reported unauthorized transaction.,2025-06-05 00:40:51
tx_2024-01_80714,Multiple failed attempts before success.,2025-02-26 14:34:39
tx_2024-01_114052,Cardholder reported unauthorized transaction.,2025-07-01 04:09:42
tx_2024-01_119850,Merchant previously linked to fraud ring.,2025-09-16 09:31:27
tx_2024-01_66149,Device fingerprint inconsistent.,2025-05-15 17:04:20
tx_2024-01_31222,Cardholder reported unauthorized transaction.,2025-04-05 12:55:57
tx_2024-01_17756,Merchant previously linked to fraud ring.,2025-03-09 03:41:39
tx_2024-01_148035,Merchant previously linked to fraud ring.,2025-08-04 23:31:19
tx_2024-01_104973,Cardholder reported unauthorized transaction.,2025-08-26 05:52:15
tx_2024-01_89790,Merchant previously linked to fraud ring.,2025-07-13 01:43:24
tx_2024-01_94817,Device fingerprint inconsistent.,2025-12-05 06:43:29
tx_2024-01_55326,Device fingerprint inconsistent.,2025-01-23 03:19:16
tx_2024-01_85154,Device fingerprint inconsistent.,2025-06-27 02:23:23
tx_2024-01_25656,Merchant previously linked to fraud ring.,2025-11-30 03:06:22
tx_2024-01_112004,Device fingerprint inconsistent.,2025-01-10 03:31:35
tx_2024-01_14394,Multiple failed attempts before success.,2025-04-02 16:07:01
tx_2024-01_10886,Cardholder reported unauthorized transaction.,2025-04-03 14:56:26
tx_2024-01_105807,Merchant previously linked to fraud ring.,2025-06-16 04:56:54
tx_2024-01_84192,Cardholder reported unauthorized transaction.,2025-07-22 02:50:31
tx_2024-01_31700,Cardholder reported unauthorized transaction.,2025-05-15 06:52:02
tx_2024-01_104486,Device fingerprint inconsistent.,2025-09-17 22:06:31
tx_2024-01_93103,Merchant previously linked to fraud ring.,2025-01-27 11:51:53
tx_2024-01_40628,Device fingerprint inconsistent.,2025-06-20 02:18:14
tx_2024-01_109862,Multiple failed attempts before success.,2025-10-24 03:05:59
tx_2024-01_99640,Multiple failed attempts before success.,2025-04-29 02:05:37
tx_2024-01_39209,Merchant previously linked to fraud ring.,2025-04-16 18:56:50
tx_2024-01_111366,Multiple failed attempts before success.,2025-01-13 04:32:11
tx_2024-01_38700,Cardholder reported unauthorized transaction.,2025-12-12 10:17:56
tx_2024-01_46752,Device fingerprint inconsistent.,2025-02-16 06:01:19
tx_2024-01_52353,Multiple failed attempts before success.,2025-05-07 19:25:17
tx_2024-01_52930,Multiple failed attempts before success.,2025-03-16 00:31:54
tx_2024-01_48413,Cardholder reported unauthorized transaction.,2025-10-27 07:34:28
tx_2024-01_34598,Cardholder reported unauthorized transaction.,2025-12-16 10:51:10
tx_2024-01_56587,Merchant previously linked to fraud ring.,2025-01-11 08:07:37
tx_2024-01_116233,Merchant previously linked to fraud ring.,2025-06-15 16:37:20
tx_2024-01_146235,Device fingerprint inconsistent.,2025-06-08 20:43:32
tx_2024-01_114547,Cardholder reported unauthorized transaction.,2025-10-30 05:10:23
tx_2024-01_79515,Device fingerprint inconsistent.,2025-07-13 19:43:33
tx_2024-01_10984,Merchant previously linked to fraud ring.,2025-11-17 07:20:46
tx_2024-01_29971,Merchant previously linked to fraud ring.,2025-09-25 17:43:04
tx_2024-01_132260,Merchant previously linked to fraud ring.,2025-01-24 13:11:44
tx_2024-01_4816,Multiple failed attempts before success.,2025-04-24 07:42:10
tx_2024-01_104756,Multiple failed attempts before success.,2025-02-03 00:05:58
tx_2024-01_9868,Multiple failed attempts before success.,2025-11-12 04:01:43
tx_2024-01_94205,Merchant previously linked to fraud ring.,2025-06-24 20:31:02
tx_2024-01_60313,Device fingerprint inconsistent.,2025-09-11 01:02:46
tx_2024-01_101779,Multiple failed attempts before success.,2025-12-09 21:33:07
tx_2024-01_83644,Device fingerprint inconsistent.,2025-08-26 10:57:16
tx_2024-01_40868,Cardholder reported unauthorized transaction.,2025-03-31 20:14:16
tx_2024-01_88651,Multiple failed attempts before success.,2025-11-23 09:40:41
tx_2024-01_15702,Merchant previously linked to fraud ring.,2025-06-28 11:12:31
tx_2024-01_92061,Multiple failed attempts before success.,2025-05-22 03:04:40
tx_2024-01_3505,Multiple failed attempts before success.,2025-08-23 04:49:47
tx_2024-01_31346,Cardholder reported unauthorized transaction.,2025-06-29 08:13:59
tx_2024-01_110517,Multiple failed attempts before success.,2025-12-18 10:02:00
tx_2024-01_72191,Multiple failed attempts before success.,2025-10-22 11:16:41
tx_2024-01_75215,Device fingerprint inconsistent.,2025-07-29 12:04:21
tx_2024-01_145542,Multiple failed attempts before success.,2025-10-26 05:13:14
tx_2024-01_55740,Device fingerprint inconsistent.,2025-04-12 04:44:15
tx_2024-01_91539,Multiple failed attempts before success.,2025-12-01 14:19:19
tx_2024-01_115559,Merchant previously linked to fraud ring.,2025-08-13 00:20:05
tx_2024-01_66596,Cardholder reported unauthorized transaction.,2025-11-02 00:37:28
tx_2024-01_99978,Cardholder reported unauthorized transaction.,2025-02-02 03:26:48
tx_2024-01_117431,Multiple failed attempts before success.,2025-10-07 18:24:18
tx_2024-01_87441,Cardholder reported unauthorized transaction.,2025-05-16 00:55:48
tx_2024-01_40512,Merchant previously linked to fraud ring.,2025-08-22 18:02:58
tx_2024-01_130147,Device fingerprint inconsistent.,2025-01-20 09:10:31
tx_2024-01_103944,Device fingerprint inconsistent.,2025-08-16 00:27:10
tx_2024-01_2580,Multiple failed attempts before success.,2025-10-19 14:01:15
tx_2024-01_46192,Merchant previously linked to fraud ring.,2025-11-18 19:22:14
tx_2024-01_118687,Cardholder reported unauthorized transaction.,2025-02-28 12:58:34
tx_2024-01_147607,Cardholder reported unauthorized transaction.,2025-01-18 04:20:33
tx_2024-01_50957,Merchant previously linked to fraud ring.,2025-08-07 09:33:23
tx_2024-01_44066,Merchant previously linked to fraud ring.,2025-07-19 15:40:05
tx_2024-01_72273,Merchant previously linked to fraud ring.,2025-02-06 10:45:05
tx_2024-01_97688,Merchant previously linked to fraud ring.,2025-03-27 05:11:56
tx_2024-01_28344,Device fingerprint inconsistent.,2025-12-12 23:51:45
tx_2024-01_25164,Device fingerprint inconsistent.,2025-04-29 19:44:51
tx_2024-01_125746,Cardholder reported unauthorized transaction.,2025-12-07 09:57:14
tx_2024-01_132613,Multiple failed attempts before success.,2025-11-19 06:56:33
tx_2024-01_23931,Device fingerprint inconsistent.,2025-03-06 07:40:15
tx_2024-01_84085,Device fingerprint inconsistent.,2025-09-26 11:51:42
tx_2024-01_51545,Cardholder reported unauthorized transaction.,2025-05-17 12:22:47
tx_2024-01_30572,Multiple failed attempts before success.,2025-10-21 17:22:20
tx_2024-01_60909,Cardholder reported unauthorized transaction.,2025-12-12 09:52:50
tx_2024-01_3572,Multiple failed attempts before success.,2025-01-09 07:30:51
tx_2024-01_70901,Device fingerprint inconsistent.,2025-04-02 22:09:26
tx_2024-01_66269,Merchant previously linked to fraud ring.,2025-01-13 20:27:57
tx_2024-01_83855,Device fingerprint inconsistent.,2025-08-27 07:34:38
tx_2024-01_5645,Multiple failed attempts before success.,2025-10-16 10:01:11
tx_2024-01_26709,Merchant previously linked to fraud ring.,2025-02-20 23:44:26
tx_2024-01_149366,Multiple failed attempts before success.,2025-04-11 16:00:38
tx_2024-01_19162,Cardholder reported unauthorized transaction.,2025-04-09 19:03:05
tx_2024-01_21875,Cardholder reported unauthorized transaction.,2025-03-25 07:05:34
tx_2024-01_110327,Merchant previously linked to fraud ring.,2025-10-28 12:14:33
tx_2024-01_143866,Merchant previously linked to fraud ring.,2025-10-20 14:14:55
tx_2024-01_93976,Cardholder reported unauthorized transaction.,2025-01-28 05:56:19
tx_2024-01_80364,Cardholder reported unauthorized transaction.,2025-01-23 13:28:20
tx_2024-01_3054,Device fingerprint inconsistent.,2025-01-02 15:54:55
tx_2024-01_87383,Device fingerprint inconsistent.,2025-08-19 22:56:35
tx_2024-01_37052,Cardholder reported unauthorized transaction.,2025-03-29 04:52:03
tx_2024-01_90145,Device fingerprint inconsistent.,2025-09-30 13:17:23
tx_2024-01_50938,Device fingerprint inconsistent.,2025-08-14 12:43:11
tx_2024-01_112350,Multiple failed attempts before success.,2025-09-16 19:58:46
tx_2024-01_107429,Cardholder reported unauthorized transaction.,2025-01-28 11:22:10
tx_2024-01_15977,Device fingerprint inconsistent.,2025-07-27 17:14:16
tx_2024-01_40520,Merchant previously linked to fraud ring.,2025-04-24 00:05:22
tx_2024-01_48880,Merchant previously linked to fraud ring.,2025-07-22 02:50:44
tx_2024-01_33213,Multiple failed attempts before success.,2025-08-06 09:16:41
tx_2024-01_6380,Merchant previously linked to fraud ring.,2025-07-12 16:58:04
tx_2024-01_40289,Multiple failed attempts before success.,2025-06-24 19:53:48
tx_2024-01_143180,Device fingerprint inconsistent.,2025-11-20 13:57:39
tx_2024-01_63098,Device fingerprint inconsistent.,2025-05-15 12:29:22
tx_2024-01_88373,Merchant previously linked to fraud ring.,2025-11-27 23:20:55
tx_2024-01_16807,Device fingerprint inconsistent.,2025-09-16 19:50:57
tx_2024-01_58900,Cardholder reported unauthorized transaction.,2025-02-20 20:35:09
tx_2024-01_10931,Multiple failed attempts before success.,2025-07-31 16:15:39
tx_2024-01_48842,Multiple failed attempts before success.,2025-04-27 01:32:29
tx_2024-01_84899,Merchant previously linked to fraud ring.,2025-11-21 21:55:02
tx_2024-01_71967,Device fingerprint inconsistent.,2025-11-13 05:55:49
tx_2024-01_149838,Merchant previously linked to fraud ring.,2025-08-17 00:56:37
tx_2024-01_15239,Cardholder reported unauthorized transaction.,2025-09-16 05:18:25
tx_2024-01_48242,Cardholder reported unauthorized transaction.,2025-08-23 21:34:14
tx_2024-01_20627,Merchant previously linked to fraud ring.,2025-06-16 00:43:09
tx_2024-01_30588,Cardholder reported unauthorized transaction.,2025-07-09 13:43:29
tx_2024-01_43689,Multiple failed attempts before success.,2025-02-22 21:15:50
tx_2024-01_19574,Cardholder reported unauthorized transaction.,2025-12-01 19:52:12
tx_2024-01_68807,Merchant previously linked to fraud ring.,2025-05-27 16:59:27
tx_2024-01_96583,Multiple failed attempts before success.,2025-07-20 05:49:31
tx_2024-01_701,Multiple failed attempts before success.,2025-03-23 03:42:28
tx_2024-01_144485,Cardholder reported unauthorized transaction.,2025-09-02 03:05:07
tx_2024-01_53522,Device fingerprint inconsistent.,2025-05-06 19:46:37
tx_2024-01_55949,Device fingerprint inconsistent.,2025-10-08 22:57:47
tx_2024-01_136162,Device fingerprint inconsistent.,2025-10-12 07:52:33
tx_2024-01_141948,Multiple failed attempts before success.,2025-12-19 14:03:44
tx_2024-01_82775,Cardholder reported unauthorized transaction.,2025-08-07 05:14:40
tx_2024-01_2838,Merchant previously linked to fraud ring.,2025-05-17 09:04:27
tx_2024-01_140460,Cardholder reported unauthorized transaction.,2025-02-18 17:54:38
tx_2024-01_119837,Multiple failed attempts before success.,2025-10-12 22:02:52
tx_2024-01_100572,Cardholder reported unauthorized transaction.,2025-03-13 01:08:15
